temperature;wetness;batteryLevel;batteryValue;receivedAt;device;providerDeviceId
25.8;1.5;100;3376;2024-07-03T10:36:02.940526654Z;979;santorsola-wetsd-2
24.4;1.5;100;3374;2024-07-03T10:56:02.921776212Z;979;santorsola-wetsd-2
23;1.4;100;3367;2024-07-03T11:16:02.929520182Z;979;santorsola-wetsd-2
22.5;1.4;100;3369;2024-07-03T11:36:02.878786203Z;979;santorsola-wetsd-2
23.5;1.5;100;3371;2024-07-03T11:56:02.851937492Z;979;santorsola-wetsd-2
24.1;1.5;100;3369;2024-07-03T12:16:02.679204530Z;979;santorsola-wetsd-2
24.2;1.5;100;3369;2024-07-03T12:36:02.821947093Z;979;santorsola-wetsd-2
24.9;1.5;100;3374;2024-07-03T12:56:02.805177062Z;979;santorsola-wetsd-2
25.5;1.5;100;3381;2024-07-03T13:16:02.782344165Z;979;santorsola-wetsd-2
25.5;1.5;100;3374;2024-07-03T13:36:02.756492090Z;979;santorsola-wetsd-2
24.7;1.5;100;3374;2024-07-03T13:56:02.740340050Z;979;santorsola-wetsd-2
23.8;1.4;100;3374;2024-07-03T14:16:02.765597159Z;979;santorsola-wetsd-2
23.5;1.4;100;3369;2024-07-03T14:36:02.689411305Z;979;santorsola-wetsd-2
24.5;1.5;100;3371;2024-07-03T14:56:02.665485Z;979;santorsola-wetsd-2
23;1.4;100;3369;2024-07-03T15:16:02.657672848Z;979;santorsola-wetsd-2
21.9;1.4;100;3367;2024-07-03T15:36:02.452341381Z;979;santorsola-wetsd-2
21.5;1.4;100;3365;2024-07-03T15:56:02.624205724Z;979;santorsola-wetsd-2
20.5;1.4;100;3362;2024-07-03T16:16:02.601610183Z;979;santorsola-wetsd-2
19.6;1.4;100;3360;2024-07-03T16:36:02.574637873Z;979;santorsola-wetsd-2
19.2;1.6;100;3358;2024-07-03T16:56:02.557273620Z;979;santorsola-wetsd-2
18.6;1.6;100;3358;2024-07-03T17:16:02.377330387Z;979;santorsola-wetsd-2
17.8;1.7;100;3354;2024-07-03T17:36:02.534955647Z;979;santorsola-wetsd-2
17.8;1.8;100;3356;2024-07-03T17:56:02.513879707Z;979;santorsola-wetsd-2
17.5;2;100;3356;2024-07-03T18:16:02.501482202Z;979;santorsola-wetsd-2
17;2;100;3354;2024-07-03T18:36:02.477672095Z;979;santorsola-wetsd-2
16.9;2.2;100;3354;2024-07-03T18:56:02.026231956Z;979;santorsola-wetsd-2
16.7;2.4;100;3351;2024-07-03T19:16:02.469041857Z;979;santorsola-wetsd-2
16.5;2.2;100;3349;2024-07-03T19:36:02.448083246Z;979;santorsola-wetsd-2
16.2;2.4;100;3354;2024-07-03T19:56:02.441809109Z;979;santorsola-wetsd-2
16.1;2.4;100;3354;2024-07-03T20:16:02.420360781Z;979;santorsola-wetsd-2
15.5;2.5;100;3351;2024-07-03T20:36:01.969334121Z;979;santorsola-wetsd-2
15.5;2.5;100;3349;2024-07-03T20:56:02.390295732Z;979;santorsola-wetsd-2
15.5;2.3;100;3351;2024-07-03T21:16:02.373978113Z;979;santorsola-wetsd-2
15.2;2.5;100;3347;2024-07-03T21:36:01.921708242Z;979;santorsola-wetsd-2
15.2;2.4;100;3349;2024-07-03T21:56:02.343359369Z;979;santorsola-wetsd-2
15;2.6;100;3351;2024-07-03T22:16:02.336986922Z;979;santorsola-wetsd-2
15;2.7;100;3349;2024-07-03T22:36:02.327081739Z;979;santorsola-wetsd-2
15;2.7;100;3349;2024-07-03T22:56:01.871021526Z;979;santorsola-wetsd-2
15.2;2.5;100;3345;2024-07-03T23:16:02.296706620Z;979;santorsola-wetsd-2
15.1;2.5;100;3349;2024-07-03T23:36:02.277890516Z;979;santorsola-wetsd-2
14.8;2.8;100;3349;2024-07-03T23:56:02.270600668Z;979;santorsola-wetsd-2
14.5;2.6;100;3345;2024-07-04T00:16:02.258979685Z;979;santorsola-wetsd-2
14.5;2.8;100;3349;2024-07-04T00:36:02.237953548Z;979;santorsola-wetsd-2
14.7;2.9;100;3349;2024-07-04T00:56:02.241916343Z;979;santorsola-wetsd-2
14.6;2.5;100;3349;2024-07-04T01:16:02.227480855Z;979;santorsola-wetsd-2
14.5;2.7;100;3345;2024-07-04T01:36:02.214420993Z;979;santorsola-wetsd-2
14.5;2.8;100;3345;2024-07-04T01:56:02.198945792Z;979;santorsola-wetsd-2
14.5;2.5;100;3347;2024-07-04T02:16:02.196389214Z;979;santorsola-wetsd-2
14.4;2.7;100;3349;2024-07-04T02:36:02.207236047Z;979;santorsola-wetsd-2
14.5;2.8;100;3345;2024-07-04T02:56:02.152152318Z;979;santorsola-wetsd-2
14.4;2.3;100;3347;2024-07-04T03:16:02.143846130Z;979;santorsola-wetsd-2
14.3;2.4;100;3349;2024-07-04T03:36:02.151129392Z;979;santorsola-wetsd-2
14.4;2.7;100;3349;2024-07-04T03:56:02.203543723Z;979;santorsola-wetsd-2
14.6;2.5;100;3347;2024-07-04T04:16:02.123248878Z;979;santorsola-wetsd-2
14.7;2.4;100;3349;2024-07-04T04:36:02.120374840Z;979;santorsola-wetsd-2
14.8;2.3;100;3349;2024-07-04T04:56:02.127359398Z;979;santorsola-wetsd-2
15.2;2.1;100;3349;2024-07-04T05:16:02.125155184Z;979;santorsola-wetsd-2
16.5;2;100;3358;2024-07-04T05:36:02.124215730Z;979;santorsola-wetsd-2
17.2;2;100;3360;2024-07-04T05:56:02.037946604Z;979;santorsola-wetsd-2
18.5;2;100;3367;2024-07-04T06:16:02.041699488Z;979;santorsola-wetsd-2
21.8;1.9;100;3369;2024-07-04T06:36:01.638298921Z;979;santorsola-wetsd-2
23.5;1.9;100;3374;2024-07-04T06:56:01.983220115Z;979;santorsola-wetsd-2
26;1.8;100;3381;2024-07-04T07:16:02.210574871Z;979;santorsola-wetsd-2
27.3;1.7;100;3381;2024-07-04T07:36:01.965741771Z;979;santorsola-wetsd-2
28.4;1.8;100;3383;2024-07-04T07:56:01.963965924Z;979;santorsola-wetsd-2
29.1;1.6;100;3381;2024-07-04T08:16:01.965625937Z;979;santorsola-wetsd-2
29.9;1.6;100;3383;2024-07-04T08:36:01.887380282Z;979;santorsola-wetsd-2
29.4;1.4;100;3383;2024-07-04T08:56:01.493957069Z;979;santorsola-wetsd-2
29.4;1.4;100;3385;2024-07-04T09:16:01.737853242Z;979;santorsola-wetsd-2
29.7;1.4;100;3387;2024-07-04T09:36:01.886825714Z;979;santorsola-wetsd-2
29.8;1.4;100;3387;2024-07-04T09:56:01.644229027Z;979;santorsola-wetsd-2
29.9;1.4;100;3385;2024-07-04T10:16:01.802549708Z;979;santorsola-wetsd-2
30.9;1.3;100;3385;2024-07-04T10:36:01.808412157Z;979;santorsola-wetsd-2
31.4;1.3;100;3387;2024-07-04T10:56:01.804626294Z;979;santorsola-wetsd-2
31.2;1.3;100;3390;2024-07-04T11:16:01.807886927Z;979;santorsola-wetsd-2
30.6;1.4;100;3387;2024-07-04T11:36:01.810534169Z;979;santorsola-wetsd-2
31.1;1.3;100;3387;2024-07-04T11:56:01.731592696Z;979;santorsola-wetsd-2
31.7;1.3;100;3383;2024-07-04T12:16:01.327527860Z;979;santorsola-wetsd-2
31.6;1.3;100;3392;2024-07-04T12:36:01.724701268Z;979;santorsola-wetsd-2
31.9;1.2;100;3394;2024-07-04T13:16:01.682530758Z;979;santorsola-wetsd-2
31.6;1.2;100;3394;2024-07-04T13:36:01.644817142Z;979;santorsola-wetsd-2
33;1.3;100;3394;2024-07-04T13:56:01.483850360Z;979;santorsola-wetsd-2
31.7;1.1;100;3392;2024-07-04T14:16:01.645911685Z;979;santorsola-wetsd-2
31.8;1.2;100;3392;2024-07-04T14:36:01.642612398Z;979;santorsola-wetsd-2
31.4;1.2;100;3392;2024-07-04T14:56:01.642717489Z;979;santorsola-wetsd-2
30.1;1.1;100;3385;2024-07-04T15:16:01.647598328Z;979;santorsola-wetsd-2
30.8;1.1;100;3392;2024-07-04T15:36:01.642101852Z;979;santorsola-wetsd-2
27.3;1.1;100;3381;2024-07-04T15:56:01.567093009Z;979;santorsola-wetsd-2
28.6;1.1;100;3392;2024-07-04T16:16:01.562136413Z;979;santorsola-wetsd-2
27.1;1.1;100;3378;2024-07-04T16:36:01.564805127Z;979;santorsola-wetsd-2
26;1.1;100;3376;2024-07-04T16:56:01.561869616Z;979;santorsola-wetsd-2
24.8;1.1;100;3369;2024-07-04T17:16:01.094146334Z;979;santorsola-wetsd-2
24;1.2;100;3371;2024-07-04T17:36:01.482908041Z;979;santorsola-wetsd-2
23.2;1.2;100;3369;2024-07-04T17:56:01.011725145Z;979;santorsola-wetsd-2
22.1;1.2;100;3358;2024-07-04T18:16:01.004671124Z;979;santorsola-wetsd-2
21.4;1.3;100;3365;2024-07-04T18:36:01.243732587Z;979;santorsola-wetsd-2
20.6;1.3;100;3358;2024-07-04T18:56:01.399443016Z;979;santorsola-wetsd-2
19.8;1.4;100;3358;2024-07-04T19:16:01.406476865Z;979;santorsola-wetsd-2
18.9;1.4;100;3354;2024-07-04T19:36:00.928433198Z;979;santorsola-wetsd-2
18.1;1.5;100;3358;2024-07-04T19:56:01.405416714Z;979;santorsola-wetsd-2
17.8;1.5;100;3356;2024-07-04T20:16:01.328577890Z;979;santorsola-wetsd-2
17.3;1.5;100;3356;2024-07-04T20:36:01.323686440Z;979;santorsola-wetsd-2
17;1.7;100;3358;2024-07-04T20:56:01.324057993Z;979;santorsola-wetsd-2
16.7;1.7;100;3354;2024-07-04T21:16:00.844494069Z;979;santorsola-wetsd-2
16.4;1.7;100;3351;2024-07-04T21:36:01.090088062Z;979;santorsola-wetsd-2
16;1.9;100;3351;2024-07-04T21:56:01.248924367Z;979;santorsola-wetsd-2
15.7;1.9;100;3345;2024-07-04T22:16:00.851749957Z;979;santorsola-wetsd-2
15.4;2.1;100;3351;2024-07-04T22:36:01.247588774Z;979;santorsola-wetsd-2
15.3;1.9;100;3351;2024-07-04T22:56:01.258629144Z;979;santorsola-wetsd-2
