,receivedAt,dewpoint_mean,temperature_mean,humidity_mean,vaporPressureDeficit_mean,dewpoint_max,temperature_max,humidity_max,vaporPressureDeficit_max,dewpoint_min,temperature_min,humidity_min,vaporPressureDeficit_min
76,2024-09-14 00:00:00+00:00,4.736111111111111,14.815277777777778,51.42777777777778,0.8319444444444444,9.9,22.6,70.2,1.52,2.3,11.4,41.1,0.4
77,2024-09-15 00:00:00+00:00,7.18169014084507,15.452112676056336,59.21267605633803,0.7656338028169014,14.7,24.1,85.6,1.72,3.6,10.3,41.1,0.2
78,2024-09-16 00:00:00+00:00,9.118571428571428,14.372857142857143,71.89571428571428,0.5162857142857143,19.7,26.1,95.6,1.79,5.2,7.1,46.5,0.04
79,2024-09-17 00:00:00+00:00,12.212857142857143,15.245714285714286,84.36857142857143,0.4064285714285714,22.0,28.3,100.0,1.92,6.2,6.2,50.0,0.0
80,2024-09-18 00:00:00+00:00,10.458823529411765,12.577941176470588,88.76323529411764,0.2605882352941176,16.0,26.1,100.0,1.56,4.4,4.4,53.8,0.0
81,2024-09-19 00:00:00+00:00,12.090140845070422,13.704225352112676,91.03661971830986,0.20056338028169016,17.3,23.0,100.0,0.92,8.2,8.2,66.1,0.0
82,2024-09-20 00:00:00+00:00,13.273611111111112,14.444444444444445,93.38888888888889,0.15125,21.0,26.8,100.0,1.24,10.7,10.7,64.8,0.0
83,2024-09-21 00:00:00+00:00,13.825,14.895833333333334,94.17638888888888,0.15208333333333332,20.0,27.1,100.0,1.39,9.5,9.5,61.3,0.0
84,2024-09-22 00:00:00+00:00,13.83943661971831,15.138028169014083,92.92535211267605,0.19225352112676056,21.5,25.9,100.0,1.09,7.5,7.5,66.4,0.0
85,2024-09-23 00:00:00+00:00,13.476056338028169,14.685915492957747,93.45070422535211,0.16971830985915495,19.4,25.9,100.0,1.09,8.3,8.3,67.5,0.0
86,2024-09-24 00:00:00+00:00,14.976056338028169,16.89154929577465,90.07605633802817,0.2891549295774648,19.5,28.2,100.0,1.56,11.3,11.3,59.2,0.0
87,2024-09-25 00:00:00+00:00,14.523611111111112,16.36388888888889,90.17777777777778,0.26694444444444443,20.0,28.2,100.0,1.53,10.0,10.0,59.9,0.0
88,2024-09-26 00:00:00+00:00,14.529166666666665,14.983333333333333,97.20138888888889,0.05,15.8,17.8,100.0,0.27,13.2,13.4,86.9,0.0
89,2024-09-27 00:00:00+00:00,17.20281690140845,18.823943661971832,91.89577464788734,0.3190140845070422,24.9,33.4,100.0,2.06,12.9,12.9,58.4,0.0
90,2024-09-28 00:00:00+00:00,12.350000000000001,16.366666666666667,81.42083333333333,0.5766666666666667,17.1,30.5,100.0,2.75,6.7,6.7,37.1,0.0
91,2024-09-29 00:00:00+00:00,9.843055555555557,14.22361111111111,80.50972222222222,0.5963888888888889,14.6,27.5,100.0,2.2,4.0,4.0,37.5,0.0
92,2024-09-30 00:00:00+00:00,11.31830985915493,13.06338028169014,90.05070422535212,0.18690140845070422,14.3,19.8,100.0,0.67,8.0,8.0,69.8,0.0
93,2024-10-01 00:00:00+00:00,12.301408450704225,13.621126760563381,92.40422535211268,0.15126760563380282,15.0,19.0,100.0,0.54,8.5,8.5,75.1,0.0
94,2024-10-02 00:00:00+00:00,14.447222222222223,15.424999999999999,94.74305555555556,0.14597222222222223,21.3,29.5,100.0,1.6,12.5,12.5,61.3,0.0
95,2024-10-03 00:00:00+00:00,11.587142857142858,11.71142857142857,99.2,0.011571428571428573,13.2,13.8,100.0,0.09,9.2,9.2,94.0,0.0
96,2024-10-04 00:00:00+00:00,9.785507246376813,10.442028985507246,96.02463768115942,0.061304347826086965,13.3,16.3,100.0,0.36,8.6,8.6,80.7,0.0
97,2024-10-05 00:00:00+00:00,10.440277777777778,11.51388888888889,93.86388888888888,0.11680555555555555,15.7,22.7,100.0,0.97,8.0,8.0,64.7,0.0
98,2024-10-06 00:00:00+00:00,9.945070422535212,11.395774647887324,91.81408450704225,0.1504225352112676,13.7,17.4,100.0,0.6,6.3,6.3,69.5,0.0
99,2024-10-07 00:00:00+00:00,11.6125,12.477777777777778,95.41527777777777,0.11166666666666665,16.9,25.4,100.0,1.38,7.3,7.3,57.6,0.0
100,2024-10-08 00:00:00+00:00,13.778873239436619,13.783098591549296,99.97183098591549,0.0005633802816901409,16.1,16.1,100.0,0.03,12.1,12.1,98.5,0.0
101,2024-10-09 00:00:00+00:00,14.826760563380283,15.92394366197183,93.86197183098591,0.1463380281690141,18.8,23.8,100.0,0.78,12.3,12.3,72.9,0.0
102,2024-10-10 00:00:00+00:00,12.663235294117648,12.736764705882353,99.54705882352941,0.008088235294117648,17.0,17.9,100.0,0.12,6.8,6.8,94.3,0.0
103,2024-10-11 00:00:00+00:00,9.530985915492959,12.007042253521126,87.87887323943661,0.34380281690140846,17.3,27.4,100.0,1.67,4.7,4.7,52.6,0.0
104,2024-10-12 00:00:00+00:00,10.290140845070423,12.129577464788733,90.35352112676057,0.23070422535211266,16.7,25.9,100.0,1.53,5.4,5.4,54.1,0.0
105,2024-10-13 00:00:00+00:00,10.554166666666667,12.181944444444445,91.37222222222222,0.20625,16.3,23.6,100.0,1.09,6.7,6.7,61.4,0.0
106,2024-10-14 00:00:00+00:00,10.812676056338029,12.232394366197184,92.30985915492958,0.17028169014084507,15.6,22.9,100.0,1.02,7.3,7.3,63.5,0.0
107,2024-10-15 00:00:00+00:00,10.392857142857142,11.351428571428572,94.57285714285715,0.11271428571428573,16.2,20.5,100.0,0.66,6.5,6.5,72.5,0.0
108,2024-10-16 00:00:00+00:00,11.519718309859154,11.52112676056338,99.99154929577465,0.00014084507042253522,14.4,14.4,100.0,0.01,7.9,7.9,99.6,0.0
109,2024-10-17 00:00:00+00:00,14.450000000000001,14.450000000000001,100.0,0.0,17.0,17.0,100.0,0.0,13.0,13.0,100.0,0.0
110,2024-10-18 00:00:00+00:00,13.704225352112676,13.756338028169015,99.68591549295775,0.0074647887323943665,19.4,21.0,100.0,0.24,10.1,10.1,90.5,0.0
111,2024-10-19 00:00:00+00:00,12.29861111111111,12.29861111111111,100.0,0.0,14.4,14.4,100.0,0.0,10.0,10.0,100.0,0.0
112,2024-10-20 00:00:00+00:00,14.814084507042253,14.908450704225352,99.42957746478874,0.014366197183098593,21.3,22.5,100.0,0.2,12.5,12.5,92.2,0.0
113,2024-10-21 00:00:00+00:00,15.176388888888889,16.773611111111112,91.8375,0.2452777777777778,21.1,26.8,100.0,1.36,11.3,11.3,60.8,0.0
114,2024-10-22 00:00:00+00:00,13.415068493150685,14.950684931506851,91.98630136986301,0.2208219178082192,19.9,25.2,100.0,1.22,10.0,10.0,61.8,0.0
115,2024-10-23 00:00:00+00:00,13.597183098591549,13.712676056338028,99.28450704225352,0.013380281690140846,15.9,16.6,100.0,0.11,11.6,11.6,94.2,0.0
116,2024-10-24 00:00:00+00:00,14.256338028169015,14.270422535211269,99.91408450704225,0.0018309859154929577,17.8,18.3,100.0,0.06,12.2,12.2,97.2,0.0
117,2024-10-25 00:00:00+00:00,14.059154929577465,15.332394366197182,92.8507042253521,0.1595774647887324,16.9,22.2,100.0,0.83,12.0,12.0,68.9,0.0
118,2024-10-26 00:00:00+00:00,13.993055555555555,13.995833333333334,99.97916666666667,0.00041666666666666664,17.1,17.3,100.0,0.02,12.5,12.5,98.8,0.0
119,2024-10-27 00:00:00+00:00,14.845070422535212,15.598591549295774,95.92112676056338,0.1076056338028169,20.6,24.5,100.0,1.05,12.9,12.9,65.3,0.0
120,2024-10-28 00:00:00+00:00,13.419444444444444,14.643055555555556,93.30694444444445,0.1597222222222222,17.2,23.7,100.0,0.96,9.8,9.8,67.1,0.0
121,2024-10-29 00:00:00+00:00,10.793055555555556,11.991666666666667,93.79444444444444,0.16597222222222222,17.9,24.1,100.0,1.21,6.5,6.5,59.8,0.0
122,2024-10-30 00:00:00+00:00,10.125352112676056,11.54225352112676,92.68450704225353,0.19492957746478873,18.1,24.7,100.0,1.34,5.3,5.3,56.0,0.0
