,receivedAt,dewpoint_mean,temperature_mean,humidity_mean,vaporPressureDeficit_mean
1101,2025-05-19 07:00:00+00:00,15.166666666666666,27.3,47.53333333333333,1.9033333333333333
1102,2025-05-19 08:00:00+00:00,14.866666666666667,30.366666666666664,38.96666666666667,2.65
1103,2025-05-19 09:00:00+00:00,16.366666666666664,30.166666666666668,43.4,2.43
1104,2025-05-19 10:00:00+00:00,16.7,30.0,44.79999999999999,2.3433333333333333
1105,2025-05-19 11:00:00+00:00,16.166666666666668,30.733333333333334,41.56666666666667,2.5933333333333333
1106,2025-05-19 12:00:00+00:00,16.533333333333335,34.6,33.96666666666667,3.6366666666666667
1107,2025-05-19 13:00:00+00:00,17.7,35.86666666666667,34.233333333333334,3.8733333333333335
1108,2025-05-19 14:00:00+00:00,20.599999999999998,36.63333333333333,39.199999999999996,3.7466666666666666
1109,2025-05-19 15:00:00+00:00,16.8,28.066666666666666,51.26666666666667,1.9666666666666668
1110,2025-05-19 16:00:00+00:00,15.166666666666666,22.099999999999998,65.03333333333333,0.9366666666666666
1111,2025-05-19 17:00:00+00:00,16.733333333333334,20.599999999999998,78.46666666666667,0.52
1112,2025-05-19 18:00:00+00:00,14.1,17.166666666666668,82.63333333333334,0.35000000000000003
1113,2025-05-19 19:00:00+00:00,13.166666666666666,16.033333333333335,83.16666666666667,0.30666666666666664
1114,2025-05-19 20:00:00+00:00,12.733333333333334,14.966666666666667,86.60000000000001,0.23
1115,2025-05-19 21:00:00+00:00,12.766666666666666,14.866666666666667,87.3,0.21666666666666667
1116,2025-05-19 22:00:00+00:00,12.633333333333333,13.966666666666667,91.83333333333333,0.13333333333333333
1117,2025-05-19 23:00:00+00:00,12.4,13.566666666666668,92.76666666666667,0.11333333333333333
1118,2025-05-20 00:00:00+00:00,12.166666666666666,12.933333333333332,95.13333333333333,0.07333333333333335
1119,2025-05-20 01:00:00+00:00,12.233333333333334,13.199999999999998,93.83333333333333,0.09333333333333334
1120,2025-05-20 02:00:00+00:00,12.233333333333334,13.166666666666666,94.2,0.08666666666666667
1121,2025-05-20 03:00:00+00:00,12.333333333333334,13.133333333333333,94.8,0.08
1122,2025-05-20 04:00:00+00:00,12.9,14.633333333333333,89.5,0.17666666666666667
1123,2025-05-20 05:00:00+00:00,13.266666666666666,15.5,86.73333333333333,0.23666666666666666
1124,2025-05-20 06:00:00+00:00,15.1,18.533333333333335,80.63333333333333,0.4166666666666667
1125,2025-05-20 07:00:00+00:00,16.400000000000002,20.333333333333332,78.23333333333333,0.5166666666666667
1126,2025-05-20 08:00:00+00:00,16.76666666666667,21.266666666666666,75.73333333333333,0.6233333333333334
1127,2025-05-20 09:00:00+00:00,17.366666666666667,22.166666666666668,74.39999999999999,0.6866666666666666
1128,2025-05-20 10:00:00+00:00,16.099999999999998,20.7,75.06666666666666,0.61
1129,2025-05-20 11:00:00+00:00,17.599999999999998,23.766666666666666,68.46666666666667,0.93
1130,2025-05-20 12:00:00+00:00,15.033333333333333,17.633333333333333,84.86666666666667,0.30333333333333334
1131,2025-05-20 13:00:00+00:00,17.099999999999998,22.3,73.2,0.7733333333333334
1132,2025-05-20 14:00:00+00:00,15.466666666666667,18.400000000000002,83.43333333333334,0.36999999999999994
1133,2025-05-20 15:00:00+00:00,14.799999999999999,16.1,92.03333333333335,0.14333333333333334
1134,2025-05-20 16:00:00+00:00,14.633333333333333,15.5,94.53333333333335,0.09666666666666668
1135,2025-05-20 17:00:00+00:00,14.533333333333333,15.366666666666667,94.76666666666667,0.09333333333333334
1136,2025-05-20 18:00:00+00:00,13.833333333333334,14.299999999999999,97.10000000000001,0.04666666666666667
1137,2025-05-20 19:00:00+00:00,13.200000000000001,13.4,98.8,0.02
1138,2025-05-20 20:00:00+00:00,12.5,12.6,99.3,0.01
1139,2025-05-20 21:00:00+00:00,12.433333333333332,12.433333333333332,99.89999999999999,0.0
1140,2025-05-20 22:00:00+00:00,11.533333333333333,11.533333333333333,99.8,0.0
1141,2025-05-20 23:00:00+00:00,11.033333333333333,11.033333333333333,100.0,0.0
1142,2025-05-21 00:00:00+00:00,11.299999999999999,11.299999999999999,100.0,0.0
1143,2025-05-21 01:00:00+00:00,11.133333333333333,11.133333333333333,100.0,0.0
1144,2025-05-21 02:00:00+00:00,11.066666666666668,11.066666666666668,100.0,0.0
1145,2025-05-21 03:00:00+00:00,11.1,11.1,100.0,0.0
1146,2025-05-21 04:00:00+00:00,12.133333333333333,12.166666666666666,99.83333333333333,0.0033333333333333335
1147,2025-05-21 05:00:00+00:00,13.766666666666666,15.433333333333332,90.2,0.18333333333333335
1148,2025-05-21 06:00:00+00:00,15.366666666666667,20.7,71.93333333333334,0.7033333333333333
1149,2025-05-21 07:00:00+00:00,16.333333333333332,17.7,91.93333333333334,0.16333333333333333
1150,2025-05-21 08:00:00+00:00,19.666666666666668,23.366666666666664,80.26666666666667,0.6066666666666667
1151,2025-05-21 09:00:00+00:00,19.03333333333333,27.53333333333333,60.1,1.5
1152,2025-05-21 10:00:00+00:00,17.466666666666665,25.46666666666667,61.4,1.27
1153,2025-05-21 11:00:00+00:00,15.866666666666667,21.46666666666667,70.7,0.7599999999999999
1154,2025-05-21 12:00:00+00:00,15.200000000000001,18.3,82.43333333333334,0.37333333333333335
1155,2025-05-21 13:00:00+00:00,15.533333333333333,18.333333333333332,83.83333333333333,0.3433333333333333
1156,2025-05-21 14:00:00+00:00,16.23333333333333,19.533333333333335,81.33333333333333,0.42333333333333334
1157,2025-05-21 15:00:00+00:00,16.966666666666665,23.133333333333336,68.56666666666666,0.8933333333333334
1158,2025-05-21 16:00:00+00:00,16.033333333333335,20.46666666666667,75.83333333333333,0.5866666666666667
1159,2025-05-21 17:00:00+00:00,14.233333333333334,17.466666666666665,81.56666666666666,0.37333333333333335
1160,2025-05-21 18:00:00+00:00,12.733333333333334,14.233333333333334,90.86666666666667,0.15
1161,2025-05-21 19:00:00+00:00,12.866666666666667,13.433333333333332,96.43333333333334,0.05666666666666667
1162,2025-05-21 20:00:00+00:00,12.700000000000001,13.066666666666668,97.76666666666667,0.03
1163,2025-05-21 21:00:00+00:00,12.733333333333334,12.966666666666667,98.26666666666667,0.023333333333333334
1164,2025-05-21 22:00:00+00:00,12.533333333333333,12.799999999999999,98.36666666666667,0.02
1165,2025-05-21 23:00:00+00:00,12.633333333333333,12.666666666666666,99.66666666666667,0.0033333333333333335
1166,2025-05-22 00:00:00+00:00,12.566666666666668,12.566666666666668,100.0,0.0
1167,2025-05-22 01:00:00+00:00,12.700000000000001,12.700000000000001,100.0,0.0
1168,2025-05-22 02:00:00+00:00,12.800000000000002,12.833333333333334,99.83333333333333,0.0033333333333333335
1169,2025-05-22 03:00:00+00:00,12.733333333333334,12.733333333333334,100.0,0.0
1170,2025-05-22 04:00:00+00:00,12.933333333333332,12.966666666666667,99.83333333333333,0.0033333333333333335
1171,2025-05-22 05:00:00+00:00,13.233333333333334,13.6,97.76666666666667,0.03666666666666667
1172,2025-05-22 06:00:00+00:00,13.799999999999999,14.633333333333333,94.8,0.08666666666666667
1173,2025-05-22 07:00:00+00:00,14.133333333333333,15.366666666666667,92.36666666666667,0.13333333333333333
1174,2025-05-22 08:00:00+00:00,13.866666666666667,15.666666666666666,89.26666666666667,0.20000000000000004
1175,2025-05-22 09:00:00+00:00,16.133333333333336,21.266666666666666,72.73333333333333,0.7000000000000001
1176,2025-05-22 10:00:00+00:00,14.566666666666668,17.433333333333334,83.53333333333335,0.33
1177,2025-05-22 11:00:00+00:00,12.666666666666666,13.866666666666667,92.53333333333335,0.12
1178,2025-05-22 12:00:00+00:00,12.066666666666668,13.1,93.60000000000001,0.09666666666666666
1179,2025-05-22 13:00:00+00:00,11.166666666666666,12.233333333333334,93.13333333333333,0.09666666666666666
1180,2025-05-22 14:00:00+00:00,12.166666666666666,14.0,88.86666666666667,0.18000000000000002
1181,2025-05-22 15:00:00+00:00,11.5,14.5,82.53333333333335,0.29333333333333333
1182,2025-05-22 16:00:00+00:00,11.15,14.0,83.1,0.275
1183,2025-05-22 17:00:00+00:00,10.733333333333334,12.4,89.7,0.14666666666666667
1184,2025-05-22 18:00:00+00:00,10.466666666666667,11.233333333333334,95.13333333333333,0.06333333333333334
1185,2025-05-22 19:00:00+00:00,10.366666666666667,10.6,98.46666666666665,0.02
1186,2025-05-22 20:00:00+00:00,10.366666666666667,10.466666666666667,99.36666666666667,0.006666666666666667
1187,2025-05-22 21:00:00+00:00,10.333333333333334,10.333333333333334,99.96666666666665,0.0
1188,2025-05-22 22:00:00+00:00,10.066666666666666,10.066666666666666,100.0,0.0
1189,2025-05-22 23:00:00+00:00,10.0,10.0,100.0,0.0
1190,2025-05-23 00:00:00+00:00,9.933333333333334,9.933333333333334,100.0,0.0
1191,2025-05-23 01:00:00+00:00,9.75,9.75,100.0,0.0
1192,2025-05-23 02:00:00+00:00,9.533333333333333,9.533333333333333,100.0,0.0
1193,2025-05-23 03:00:00+00:00,9.466666666666667,9.466666666666667,100.0,0.0
1194,2025-05-23 04:00:00+00:00,9.766666666666667,9.766666666666667,99.93333333333334,0.0
1195,2025-05-23 05:00:00+00:00,10.700000000000001,11.633333333333333,94.10000000000001,0.08
1196,2025-05-23 06:00:00+00:00,12.799999999999999,16.53333333333333,78.83333333333333,0.4033333333333333
1197,2025-05-23 07:00:00+00:00,15.266666666666666,25.0,55.23333333333333,1.46
1198,2025-05-23 08:00:00+00:00,15.05,27.0,48.1,1.8650000000000002
1199,2025-05-23 09:00:00+00:00,14.1,25.933333333333334,48.333333333333336,1.74
1200,2025-05-23 10:00:00+00:00,15.166666666666666,27.866666666666664,46.0,2.0366666666666666
1201,2025-05-23 11:00:00+00:00,12.433333333333332,21.2,57.5,1.0833333333333333
1202,2025-05-23 12:00:00+00:00,11.1,19.766666666666666,57.56666666666666,0.9833333333333333
1203,2025-05-23 13:00:00+00:00,16.033333333333335,30.566666666666666,41.56666666666666,2.5966666666666667
1204,2025-05-23 14:00:00+00:00,14.133333333333333,26.099999999999998,47.86666666666667,1.8099999999999998
1205,2025-05-23 15:00:00+00:00,11.666666666666666,20.066666666666666,58.800000000000004,0.98
1206,2025-05-23 16:00:00+00:00,10.133333333333333,18.666666666666668,57.93333333333334,0.9133333333333334
1207,2025-05-23 17:00:00+00:00,9.6,15.833333333333334,66.76666666666667,0.6
1208,2025-05-23 18:00:00+00:00,11.466666666666667,11.833333333333334,97.73333333333333,0.03333333333333333
1209,2025-05-23 19:00:00+00:00,10.9,10.933333333333332,99.7,0.0033333333333333335
1210,2025-05-23 20:00:00+00:00,10.5,10.5,99.93333333333334,0.0
1211,2025-05-23 21:00:00+00:00,9.866666666666667,9.866666666666667,100.0,0.0
1212,2025-05-23 22:00:00+00:00,9.166666666666666,9.166666666666666,100.0,0.0
1213,2025-05-23 23:00:00+00:00,8.366666666666667,8.366666666666667,100.0,0.0
1214,2025-05-24 00:00:00+00:00,8.433333333333334,8.433333333333334,100.0,0.0
1215,2025-05-24 01:00:00+00:00,8.733333333333333,8.733333333333333,100.0,0.0
1216,2025-05-24 02:00:00+00:00,8.766666666666667,8.766666666666667,100.0,0.0
1217,2025-05-24 03:00:00+00:00,8.4,8.4,100.0,0.0
1218,2025-05-24 04:00:00+00:00,9.799999999999999,9.866666666666667,99.5,0.006666666666666667
1219,2025-05-24 05:00:00+00:00,12.9,14.266666666666666,91.83333333333333,0.14666666666666664
1220,2025-05-24 06:00:00+00:00,14.966666666666667,18.8,78.63333333333333,0.4666666666666666
1221,2025-05-24 07:00:00+00:00,16.0,25.7,55.73333333333333,1.4966666666666668
1222,2025-05-24 08:00:00+00:00,15.333333333333334,29.833333333333332,41.56666666666666,2.46
1223,2025-05-24 09:00:00+00:00,15.266666666666666,29.133333333333336,43.1,2.2933333333333334
1224,2025-05-24 10:00:00+00:00,14.866666666666667,30.46666666666667,38.800000000000004,2.67
1225,2025-05-24 11:00:00+00:00,15.333333333333334,29.566666666666666,42.233333333333334,2.4566666666666666
1226,2025-05-24 12:00:00+00:00,11.733333333333334,19.866666666666667,59.800000000000004,0.9466666666666667
1227,2025-05-24 13:00:00+00:00,11.366666666666667,19.466666666666665,59.76666666666667,0.9466666666666667
1228,2025-05-24 14:00:00+00:00,12.766666666666666,24.566666666666666,48.03333333333333,1.62
1229,2025-05-24 15:00:00+00:00,11.766666666666666,21.599999999999998,53.9,1.2
1230,2025-05-24 16:00:00+00:00,13.066666666666668,23.833333333333332,51.43333333333334,1.4566666666666668
1231,2025-05-24 17:00:00+00:00,12.233333333333334,17.53333333333333,71.39999999999999,0.59
1232,2025-05-24 18:00:00+00:00,10.700000000000001,12.933333333333332,86.5,0.20333333333333334
1233,2025-05-24 19:00:00+00:00,10.0,10.833333333333334,94.63333333333333,0.07
1234,2025-05-24 20:00:00+00:00,9.6,10.299999999999999,95.43333333333334,0.056666666666666664
1235,2025-05-24 21:00:00+00:00,9.233333333333334,9.9,95.66666666666667,0.05333333333333334
1236,2025-05-24 22:00:00+00:00,8.766666666666667,9.366666666666667,96.13333333333333,0.04666666666666667
1237,2025-05-24 23:00:00+00:00,7.833333333333333,8.166666666666666,97.56666666666666,0.02666666666666667
1238,2025-05-25 00:00:00+00:00,8.333333333333334,8.533333333333333,98.46666666666665,0.016666666666666666
1239,2025-05-25 01:00:00+00:00,7.933333333333334,8.266666666666667,97.86666666666667,0.023333333333333334
1240,2025-05-25 02:00:00+00:00,7.433333333333334,7.633333333333333,98.53333333333335,0.016666666666666666
1241,2025-05-25 03:00:00+00:00,6.7,6.8,99.36666666666667,0.01
1242,2025-05-25 04:00:00+00:00,7.666666666666667,7.833333333333333,99.0,0.01
1243,2025-05-25 05:00:00+00:00,10.1,13.5,80.33333333333333,0.3166666666666667
1244,2025-05-25 06:00:00+00:00,12.4,21.066666666666666,57.800000000000004,1.0666666666666667
1245,2025-05-25 07:00:00+00:00,14.299999999999999,24.96666666666667,51.666666666666664,1.5333333333333332
1246,2025-05-25 08:00:00+00:00,16.0,28.5,46.633333333333326,2.0766666666666667
1247,2025-05-25 09:00:00+00:00,15.733333333333334,28.766666666666666,45.199999999999996,2.1666666666666665
1248,2025-05-25 10:00:00+00:00,14.799999999999999,27.666666666666668,45.4,2.0233333333333334
1249,2025-05-25 11:00:00+00:00,14.066666666666668,26.2,47.26666666666667,1.7966666666666666
1250,2025-05-25 12:00:00+00:00,15.733333333333334,27.8,47.93333333333334,1.96
1251,2025-05-25 13:00:00+00:00,15.033333333333333,26.0,50.9,1.6533333333333333
1252,2025-05-25 14:00:00+00:00,14.666666666666666,24.633333333333336,53.86666666666667,1.43
1253,2025-05-25 15:00:00+00:00,15.200000000000001,24.933333333333334,54.86666666666667,1.42
1254,2025-05-25 16:00:00+00:00,13.133333333333333,20.400000000000002,63.300000000000004,0.8933333333333332
1255,2025-05-25 17:00:00+00:00,12.666666666666666,18.066666666666666,70.89999999999999,0.6066666666666667
1256,2025-05-25 18:00:00+00:00,11.533333333333333,15.133333333333333,79.16666666666667,0.3566666666666667
1257,2025-05-25 19:00:00+00:00,11.333333333333334,13.066666666666668,89.26666666666667,0.16333333333333333
1258,2025-05-25 20:00:00+00:00,11.433333333333332,12.433333333333332,93.63333333333333,0.09000000000000001
1259,2025-05-25 21:00:00+00:00,10.666666666666666,11.533333333333333,94.60000000000001,0.07333333333333333
1260,2025-05-25 22:00:00+00:00,10.5,10.9,97.36666666666667,0.03666666666666667
1261,2025-05-25 23:00:00+00:00,9.733333333333333,9.933333333333332,98.63333333333333,0.016666666666666666
1262,2025-05-26 00:00:00+00:00,9.200000000000001,9.333333333333334,99.36666666666667,0.006666666666666667
1263,2025-05-26 01:00:00+00:00,8.866666666666667,8.866666666666667,100.0,0.0
1264,2025-05-26 02:00:00+00:00,9.033333333333333,9.033333333333333,100.0,0.0
1265,2025-05-26 03:00:00+00:00,8.833333333333334,8.833333333333334,100.0,0.0
1266,2025-05-26 04:00:00+00:00,10.5,10.566666666666666,99.60000000000001,0.0033333333333333335
1267,2025-05-26 05:00:00+00:00,12.6,14.233333333333334,90.33333333333333,0.1633333333333333
1268,2025-05-26 06:00:00+00:00,14.6,19.633333333333333,73.0,0.64
1269,2025-05-26 07:00:00+00:00,15.266666666666666,24.166666666666668,57.76666666666667,1.2733333333333334
1270,2025-05-26 08:00:00+00:00,17.900000000000002,29.8,48.73333333333333,2.1533333333333333
1271,2025-05-26 09:00:00+00:00,19.733333333333334,32.699999999999996,46.46666666666667,2.66
1272,2025-05-26 10:00:00+00:00,19.666666666666668,31.73333333333333,48.800000000000004,2.4066666666666667
1273,2025-05-26 11:00:00+00:00,20.333333333333332,34.06666666666667,44.53333333333333,2.9599999999999995
1274,2025-05-26 12:00:00+00:00,21.433333333333334,35.63333333333333,43.699999999999996,3.2900000000000005
1275,2025-05-26 13:00:00+00:00,21.933333333333334,35.9,44.333333333333336,3.296666666666667
1276,2025-05-26 14:00:00+00:00,18.433333333333334,33.166666666666664,41.63333333333333,2.9766666666666666
1277,2025-05-26 15:00:00+00:00,16.833333333333332,31.8,40.833333333333336,2.783333333333333
1278,2025-05-26 16:00:00+00:00,15.166666666666666,26.366666666666664,50.46666666666667,1.7333333333333332
1279,2025-05-26 17:00:00+00:00,14.433333333333332,20.8,67.2,0.8166666666666668
1280,2025-05-26 18:00:00+00:00,13.3,17.4,77.15,0.45
1281,2025-05-26 19:00:00+00:00,12.700000000000001,15.799999999999999,81.89999999999999,0.32666666666666666
1282,2025-05-26 20:00:00+00:00,12.766666666666666,15.1,86.23333333333333,0.23666666666666666
1283,2025-05-26 21:00:00+00:00,12.9,14.666666666666666,89.36666666666667,0.17666666666666667
1284,2025-05-26 22:00:00+00:00,12.833333333333334,15.200000000000001,85.73333333333333,0.24666666666666667
1285,2025-05-26 23:00:00+00:00,13.466666666666667,14.933333333333332,91.13333333333333,0.15333333333333332
1286,2025-05-27 00:00:00+00:00,12.733333333333334,13.433333333333332,95.5,0.07
1287,2025-05-27 01:00:00+00:00,12.733333333333334,13.1,97.60000000000001,0.03666666666666667
1288,2025-05-27 02:00:00+00:00,12.699999999999998,12.866666666666667,98.8,0.016666666666666666
1289,2025-05-27 03:00:00+00:00,12.666666666666666,12.733333333333334,99.56666666666666,0.006666666666666667
1290,2025-05-27 04:00:00+00:00,13.299999999999999,13.366666666666667,99.63333333333333,0.006666666666666667
1291,2025-05-27 05:00:00+00:00,14.199999999999998,15.299999999999999,93.3,0.12333333333333334
1292,2025-05-27 06:00:00+00:00,13.866666666666667,15.333333333333334,91.03333333333335,0.16
1293,2025-05-27 07:00:00+00:00,14.333333333333334,16.099999999999998,89.63333333333333,0.19333333333333333
1294,2025-05-27 08:00:00+00:00,14.799999999999999,16.933333333333334,87.39999999999999,0.24333333333333332
1295,2025-05-27 09:00:00+00:00,14.833333333333334,17.099999999999998,86.66666666666667,0.26
1296,2025-05-27 10:00:00+00:00,14.9,17.599999999999998,84.39999999999999,0.3133333333333333
1297,2025-05-27 11:00:00+00:00,15.466666666666667,18.7,81.53333333333333,0.39666666666666667
1298,2025-05-27 12:00:00+00:00,16.933333333333334,23.099999999999998,68.43333333333334,0.9066666666666666
1299,2025-05-27 13:00:00+00:00,17.066666666666666,24.2,64.5,1.0733333333333333
1300,2025-05-27 14:00:00+00:00,16.366666666666667,24.566666666666666,61.26666666666666,1.2933333333333332
1301,2025-05-27 15:00:00+00:00,16.46666666666667,26.666666666666668,53.666666666666664,1.6233333333333333
1302,2025-05-27 16:00:00+00:00,15.200000000000001,24.3,57.4,1.3499999999999999
1303,2025-05-27 17:00:00+00:00,14.133333333333333,18.3,76.96666666666665,0.49333333333333335
1304,2025-05-27 18:00:00+00:00,12.666666666666666,14.433333333333332,89.43333333333334,0.17666666666666667
1305,2025-05-27 19:00:00+00:00,11.700000000000001,12.366666666666667,95.7,0.06
1306,2025-05-27 20:00:00+00:00,11.066666666666668,11.333333333333334,98.33333333333333,0.023333333333333334
1307,2025-05-27 21:00:00+00:00,10.533333333333333,10.633333333333333,99.53333333333335,0.006666666666666667
1308,2025-05-27 22:00:00+00:00,10.066666666666668,10.066666666666668,100.0,0.0
1309,2025-05-27 23:00:00+00:00,9.4,9.4,100.0,0.0
1310,2025-05-28 00:00:00+00:00,9.533333333333333,9.533333333333333,100.0,0.0
1311,2025-05-28 01:00:00+00:00,10.4,10.4,100.0,0.0
1312,2025-05-28 02:00:00+00:00,10.833333333333334,10.833333333333334,100.0,0.0
1313,2025-05-28 03:00:00+00:00,10.299999999999999,10.299999999999999,100.0,0.0
1314,2025-05-28 04:00:00+00:00,11.533333333333333,11.533333333333333,100.0,0.0
1315,2025-05-28 05:00:00+00:00,13.166666666666666,13.466666666666667,98.06666666666666,0.03333333333333333
1316,2025-05-28 06:00:00+00:00,14.266666666666666,17.433333333333334,81.93333333333334,0.36999999999999994
1317,2025-05-28 07:00:00+00:00,16.6,24.2,63.0,1.1633333333333333
1318,2025-05-28 08:00:00+00:00,18.266666666666666,29.7,50.300000000000004,2.0766666666666667
1319,2025-05-28 09:00:00+00:00,19.133333333333336,30.900000000000002,49.56666666666666,2.25
1320,2025-05-28 10:00:00+00:00,18.03333333333333,31.03333333333333,45.76666666666667,2.4433333333333334
1321,2025-05-28 11:00:00+00:00,19.833333333333332,32.7,46.666666666666664,2.643333333333333
1322,2025-05-28 12:00:00+00:00,18.766666666666666,31.366666666666664,47.1,2.436666666666667
1323,2025-05-28 13:00:00+00:00,19.900000000000002,34.166666666666664,43.23333333333333,3.0766666666666667
1324,2025-05-28 14:00:00+00:00,18.333333333333332,26.7,60.53333333333333,1.4166666666666667
1325,2025-05-28 15:00:00+00:00,18.5,25.599999999999998,65.16666666666667,1.15
1326,2025-05-28 16:00:00+00:00,17.233333333333334,22.8,71.06666666666666,0.8133333333333334
1327,2025-05-28 17:00:00+00:00,17.3,20.366666666666667,82.8,0.4166666666666667
1328,2025-05-28 18:00:00+00:00,15.666666666666666,18.23333333333333,85.03333333333333,0.3133333333333333
1329,2025-05-28 19:00:00+00:00,15.133333333333335,16.333333333333332,92.56666666666666,0.14
1330,2025-05-28 20:00:00+00:00,14.466666666666667,15.1,96.23333333333333,0.06333333333333334
1331,2025-05-28 21:00:00+00:00,13.9,14.233333333333334,97.86666666666667,0.03666666666666667
1332,2025-05-28 22:00:00+00:00,13.200000000000001,13.333333333333334,99.06666666666666,0.013333333333333334
1333,2025-05-28 23:00:00+00:00,12.200000000000001,12.200000000000001,99.76666666666667,0.0
1334,2025-05-29 00:00:00+00:00,11.666666666666666,11.666666666666666,100.0,0.0
1335,2025-05-29 01:00:00+00:00,10.799999999999999,10.799999999999999,100.0,0.0
1336,2025-05-29 02:00:00+00:00,9.866666666666667,9.866666666666667,100.0,0.0
1337,2025-05-29 03:00:00+00:00,9.266666666666667,9.366666666666667,99.26666666666667,0.01
1338,2025-05-29 04:00:00+00:00,9.933333333333332,11.200000000000001,92.10000000000001,0.10666666666666667
1339,2025-05-29 05:00:00+00:00,11.966666666666667,15.966666666666667,77.46666666666665,0.4266666666666667
1340,2025-05-29 06:00:00+00:00,15.733333333333334,25.666666666666668,54.26666666666667,1.5200000000000002
1341,2025-05-29 07:00:00+00:00,17.133333333333333,30.633333333333336,44.300000000000004,2.453333333333333
1342,2025-05-29 08:00:00+00:00,17.066666666666666,33.1,38.36666666666667,3.1133333333333333
1343,2025-05-29 09:00:00+00:00,16.900000000000002,32.53333333333333,39.199999999999996,2.983333333333333
1344,2025-05-29 10:00:00+00:00,14.666666666666666,31.099999999999998,36.9,2.8533333333333335
1345,2025-05-29 11:00:00+00:00,14.866666666666667,32.13333333333333,35.1,3.1199999999999997
1346,2025-05-29 12:00:00+00:00,16.53333333333333,34.76666666666667,33.666666666666664,3.6833333333333336
1347,2025-05-29 13:00:00+00:00,16.033333333333335,36.56666666666667,29.600000000000005,4.316666666666666
1348,2025-05-29 14:00:00+00:00,17.466666666666665,36.63333333333333,32.2,4.173333333333333
1349,2025-05-29 15:00:00+00:00,15.1,33.5,33.1,3.4766666666666666
1350,2025-05-29 16:00:00+00:00,13.799999999999999,33.13333333333333,31.0,3.52
1351,2025-05-29 17:00:00+00:00,10.733333333333334,22.566666666666666,49.23333333333333,1.5
1352,2025-05-29 18:00:00+00:00,14.333333333333334,15.299999999999999,94.10000000000001,0.09999999999999999
1353,2025-05-29 19:00:00+00:00,13.566666666666668,14.4,94.89999999999999,0.08666666666666667
1354,2025-05-29 20:00:00+00:00,12.333333333333334,12.866666666666667,96.66666666666667,0.05000000000000001
1355,2025-05-29 21:00:00+00:00,11.633333333333333,11.866666666666667,98.43333333333334,0.023333333333333334
1356,2025-05-29 22:00:00+00:00,11.1,11.266666666666666,98.86666666666667,0.016666666666666666
1357,2025-05-29 23:00:00+00:00,10.0,10.133333333333333,98.89999999999999,0.013333333333333334
1358,2025-05-30 00:00:00+00:00,9.566666666666668,9.566666666666668,99.93333333333334,0.0
1359,2025-05-30 01:00:00+00:00,8.9,8.9,100.0,0.0
1360,2025-05-30 02:00:00+00:00,8.333333333333334,8.333333333333334,100.0,0.0
1361,2025-05-30 03:00:00+00:00,8.066666666666666,8.066666666666666,100.0,0.0
1362,2025-05-30 04:00:00+00:00,10.1,10.166666666666666,99.56666666666666,0.006666666666666667
1363,2025-05-30 05:00:00+00:00,13.866666666666667,16.566666666666666,84.93333333333334,0.31666666666666665
1364,2025-05-30 06:00:00+00:00,15.166666666666666,25.133333333333336,54.1,1.4766666666666666
1365,2025-05-30 07:00:00+00:00,16.53333333333333,28.833333333333332,47.36666666666667,2.0933333333333333
1366,2025-05-30 08:00:00+00:00,19.233333333333334,31.7,47.63333333333333,2.4566666666666666
1367,2025-05-30 09:00:00+00:00,18.233333333333334,30.3,48.43333333333334,2.23
1368,2025-05-30 10:00:00+00:00,18.53333333333333,31.866666666666664,45.1,2.5866666666666664
1369,2025-05-30 11:00:00+00:00,19.266666666666666,34.03333333333333,41.76666666666667,3.1199999999999997
1370,2025-05-30 12:00:00+00:00,22.03333333333333,36.1,44.1,3.3433333333333333
1371,2025-05-30 13:00:00+00:00,20.7,37.733333333333334,37.199999999999996,4.116666666666666
1372,2025-05-30 14:00:00+00:00,20.8,37.6,37.56666666666666,4.046666666666667
1373,2025-05-30 15:00:00+00:00,19.8,34.6,41.73333333333333,3.206666666666667
1374,2025-05-30 16:00:00+00:00,19.599999999999998,32.1,47.699999999999996,2.5166666666666666
1375,2025-05-30 17:00:00+00:00,17.599999999999998,24.433333333333334,66.03333333333335,1.0633333333333332
1376,2025-05-30 18:00:00+00:00,15.833333333333334,20.066666666666666,76.63333333333334,0.5499999999999999
1377,2025-05-30 19:00:00+00:00,15.233333333333334,17.96666666666667,84.33333333333333,0.32666666666666666
1378,2025-05-30 20:00:00+00:00,14.866666666666667,15.933333333333332,93.46666666666665,0.12
1379,2025-05-30 21:00:00+00:00,14.466666666666667,15.0,96.53333333333335,0.06
1380,2025-05-30 22:00:00+00:00,13.933333333333332,14.266666666666666,97.93333333333334,0.03666666666666667
1381,2025-05-30 23:00:00+00:00,13.4,13.566666666666668,98.76666666666667,0.016666666666666666
1382,2025-05-31 00:00:00+00:00,12.766666666666666,12.766666666666666,99.93333333333334,0.0
1383,2025-05-31 01:00:00+00:00,12.299999999999999,12.299999999999999,100.0,0.0
1384,2025-05-31 02:00:00+00:00,11.866666666666667,11.866666666666667,100.0,0.0
1385,2025-05-31 03:00:00+00:00,11.299999999999999,11.299999999999999,100.0,0.0
1386,2025-05-31 04:00:00+00:00,12.4,12.433333333333332,99.83333333333333,0.0033333333333333335
1387,2025-05-31 05:00:00+00:00,16.266666666666666,18.599999999999998,87.13333333333333,0.3233333333333333
1388,2025-05-31 06:00:00+00:00,18.73333333333333,27.066666666666666,60.46666666666667,1.4233333333333331
