,receivedAt,dewpoint_mean,temperature_mean,humidity_mean,vaporPressureDeficit_mean
160,2025-04-10 02:00:00+00:00,,,,
161,2025-04-10 03:00:00+00:00,,,,
162,2025-04-10 04:00:00+00:00,,,,
163,2025-04-10 05:00:00+00:00,,,,
164,2025-04-10 06:00:00+00:00,,,,
165,2025-04-10 07:00:00+00:00,,,,
166,2025-04-10 08:00:00+00:00,,,,
167,2025-04-10 09:00:00+00:00,,,,
168,2025-04-10 10:00:00+00:00,,,,
169,2025-04-10 11:00:00+00:00,,,,
170,2025-04-10 12:00:00+00:00,,,,
171,2025-04-10 13:00:00+00:00,,,,
172,2025-04-10 14:00:00+00:00,,,,
173,2025-04-10 15:00:00+00:00,,,,
174,2025-04-10 16:00:00+00:00,,,,
175,2025-04-10 17:00:00+00:00,,,,
176,2025-04-10 18:00:00+00:00,,,,
177,2025-04-10 19:00:00+00:00,,,,
178,2025-04-10 20:00:00+00:00,,,,
179,2025-04-10 21:00:00+00:00,,,,
180,2025-04-10 22:00:00+00:00,,,,
181,2025-04-10 23:00:00+00:00,,,,
182,2025-04-11 00:00:00+00:00,,,,
183,2025-04-11 01:00:00+00:00,,,,
184,2025-04-11 02:00:00+00:00,,,,
185,2025-04-11 03:00:00+00:00,,,,
186,2025-04-11 04:00:00+00:00,,,,
187,2025-04-11 05:00:00+00:00,,,,
188,2025-04-11 06:00:00+00:00,,,,
189,2025-04-11 07:00:00+00:00,,,,
190,2025-04-11 08:00:00+00:00,,,,
191,2025-04-11 09:00:00+00:00,,,,
192,2025-04-11 10:00:00+00:00,,,,
193,2025-04-11 11:00:00+00:00,,,,
194,2025-04-11 12:00:00+00:00,,,,
195,2025-04-11 13:00:00+00:00,,,,
196,2025-04-11 14:00:00+00:00,,,,
197,2025-04-11 15:00:00+00:00,,,,
198,2025-04-11 16:00:00+00:00,,,,
199,2025-04-11 17:00:00+00:00,,,,
200,2025-04-11 18:00:00+00:00,,,,
201,2025-04-11 19:00:00+00:00,,,,
202,2025-04-11 20:00:00+00:00,,,,
203,2025-04-11 21:00:00+00:00,,,,
204,2025-04-11 22:00:00+00:00,,,,
205,2025-04-11 23:00:00+00:00,,,,
206,2025-04-12 00:00:00+00:00,,,,
207,2025-04-12 01:00:00+00:00,,,,
208,2025-04-12 02:00:00+00:00,,,,
209,2025-04-12 03:00:00+00:00,,,,
210,2025-04-12 04:00:00+00:00,,,,
211,2025-04-12 05:00:00+00:00,,,,
212,2025-04-12 06:00:00+00:00,,,,
213,2025-04-12 07:00:00+00:00,,,,
214,2025-04-12 08:00:00+00:00,,,,
215,2025-04-12 09:00:00+00:00,,,,
216,2025-04-12 10:00:00+00:00,,,,
217,2025-04-12 11:00:00+00:00,,,,
218,2025-04-12 12:00:00+00:00,,,,
219,2025-04-12 13:00:00+00:00,,,,
220,2025-04-12 14:00:00+00:00,,,,
221,2025-04-12 15:00:00+00:00,,,,
222,2025-04-12 16:00:00+00:00,,,,
223,2025-04-12 17:00:00+00:00,,,,
224,2025-04-12 18:00:00+00:00,,,,
225,2025-04-12 19:00:00+00:00,,,,
226,2025-04-12 20:00:00+00:00,,,,
227,2025-04-12 21:00:00+00:00,,,,
228,2025-04-12 22:00:00+00:00,,,,
229,2025-04-12 23:00:00+00:00,,,,
230,2025-04-13 00:00:00+00:00,,,,
231,2025-04-13 01:00:00+00:00,,,,
232,2025-04-13 02:00:00+00:00,,,,
233,2025-04-13 03:00:00+00:00,,,,
234,2025-04-13 04:00:00+00:00,,,,
235,2025-04-13 05:00:00+00:00,,,,
236,2025-04-13 06:00:00+00:00,,,,
237,2025-04-13 07:00:00+00:00,,,,
238,2025-04-13 08:00:00+00:00,,,,
239,2025-04-13 09:00:00+00:00,,,,
240,2025-04-13 10:00:00+00:00,,,,
241,2025-04-13 11:00:00+00:00,,,,
242,2025-04-13 12:00:00+00:00,,,,
243,2025-04-13 13:00:00+00:00,,,,
244,2025-04-13 14:00:00+00:00,,,,
245,2025-04-13 15:00:00+00:00,,,,
246,2025-04-13 16:00:00+00:00,,,,
247,2025-04-13 17:00:00+00:00,,,,
248,2025-04-13 18:00:00+00:00,,,,
249,2025-04-13 19:00:00+00:00,,,,
250,2025-04-13 20:00:00+00:00,,,,
251,2025-04-13 21:00:00+00:00,,,,
252,2025-04-13 22:00:00+00:00,,,,
253,2025-04-13 23:00:00+00:00,,,,
254,2025-04-14 00:00:00+00:00,,,,
255,2025-04-14 01:00:00+00:00,,,,
256,2025-04-14 02:00:00+00:00,,,,
257,2025-04-14 03:00:00+00:00,,,,
258,2025-04-14 04:00:00+00:00,,,,
259,2025-04-14 05:00:00+00:00,,,,
260,2025-04-14 06:00:00+00:00,,,,
261,2025-04-14 07:00:00+00:00,,,,
262,2025-04-14 08:00:00+00:00,,,,
263,2025-04-14 09:00:00+00:00,,,,
264,2025-04-14 10:00:00+00:00,,,,
265,2025-04-14 11:00:00+00:00,,,,
266,2025-04-14 12:00:00+00:00,,,,
267,2025-04-14 13:00:00+00:00,,,,
268,2025-04-14 14:00:00+00:00,,,,
269,2025-04-14 15:00:00+00:00,,,,
270,2025-04-14 16:00:00+00:00,,,,
271,2025-04-14 17:00:00+00:00,,,,
272,2025-04-14 18:00:00+00:00,,,,
273,2025-04-14 19:00:00+00:00,,,,
274,2025-04-14 20:00:00+00:00,,,,
275,2025-04-14 21:00:00+00:00,,,,
276,2025-04-14 22:00:00+00:00,,,,
277,2025-04-14 23:00:00+00:00,,,,
278,2025-04-15 00:00:00+00:00,,,,
279,2025-04-15 01:00:00+00:00,,,,
280,2025-04-15 02:00:00+00:00,,,,
281,2025-04-15 03:00:00+00:00,,,,
282,2025-04-15 04:00:00+00:00,,,,
283,2025-04-15 05:00:00+00:00,,,,
284,2025-04-15 06:00:00+00:00,,,,
285,2025-04-15 07:00:00+00:00,,,,
286,2025-04-15 08:00:00+00:00,,,,
287,2025-04-15 09:00:00+00:00,,,,
288,2025-04-15 10:00:00+00:00,,,,
289,2025-04-15 11:00:00+00:00,,,,
290,2025-04-15 12:00:00+00:00,,,,
291,2025-04-15 13:00:00+00:00,,,,
292,2025-04-15 14:00:00+00:00,,,,
293,2025-04-15 15:00:00+00:00,,,,
294,2025-04-15 16:00:00+00:00,,,,
295,2025-04-15 17:00:00+00:00,,,,
296,2025-04-15 18:00:00+00:00,,,,
297,2025-04-15 19:00:00+00:00,,,,
298,2025-04-15 20:00:00+00:00,,,,
299,2025-04-15 21:00:00+00:00,,,,
300,2025-04-15 22:00:00+00:00,,,,
301,2025-04-15 23:00:00+00:00,,,,
302,2025-04-16 00:00:00+00:00,,,,
303,2025-04-16 01:00:00+00:00,,,,
304,2025-04-16 02:00:00+00:00,,,,
305,2025-04-16 03:00:00+00:00,,,,
306,2025-04-16 04:00:00+00:00,,,,
307,2025-04-16 05:00:00+00:00,,,,
308,2025-04-16 06:00:00+00:00,,,,
309,2025-04-16 07:00:00+00:00,,,,
310,2025-04-16 08:00:00+00:00,,,,
311,2025-04-16 09:00:00+00:00,,,,
312,2025-04-16 10:00:00+00:00,,,,
313,2025-04-16 11:00:00+00:00,,,,
314,2025-04-16 12:00:00+00:00,,,,
315,2025-04-16 13:00:00+00:00,,,,
316,2025-04-16 14:00:00+00:00,,,,
317,2025-04-16 15:00:00+00:00,,,,
318,2025-04-16 16:00:00+00:00,,,,
319,2025-04-16 17:00:00+00:00,,,,
320,2025-04-16 18:00:00+00:00,,,,
321,2025-04-16 19:00:00+00:00,,,,
322,2025-04-16 20:00:00+00:00,,,,
323,2025-04-16 21:00:00+00:00,,,,
324,2025-04-16 22:00:00+00:00,,,,
325,2025-04-16 23:00:00+00:00,,,,
326,2025-04-17 00:00:00+00:00,,,,
327,2025-04-17 01:00:00+00:00,,,,
328,2025-04-17 02:00:00+00:00,,,,
329,2025-04-17 03:00:00+00:00,,,,
330,2025-04-17 04:00:00+00:00,,,,
331,2025-04-17 05:00:00+00:00,,,,
332,2025-04-17 06:00:00+00:00,,,,
333,2025-04-17 07:00:00+00:00,,,,
334,2025-04-17 08:00:00+00:00,,,,
335,2025-04-17 09:00:00+00:00,,,,
336,2025-04-17 10:00:00+00:00,,,,
337,2025-04-17 11:00:00+00:00,,,,
338,2025-04-17 12:00:00+00:00,,,,
339,2025-04-17 13:00:00+00:00,9.8,15.85,67.65,0.595
340,2025-04-17 14:00:00+00:00,9.966666666666667,14.033333333333331,76.86666666666666,0.36999999999999994
341,2025-04-17 15:00:00+00:00,10.266666666666667,13.4,81.56666666666666,0.2833333333333333
342,2025-04-17 16:00:00+00:00,9.333333333333334,10.966666666666667,89.7,0.13333333333333333
343,2025-04-17 17:00:00+00:00,8.833333333333334,9.966666666666667,92.8,0.09000000000000001
344,2025-04-17 18:00:00+00:00,8.5,9.6,92.86666666666667,0.08666666666666667
345,2025-04-17 19:00:00+00:00,8.5,9.366666666666667,94.5,0.06666666666666667
346,2025-04-17 20:00:00+00:00,8.533333333333333,9.2,95.66666666666667,0.05000000000000001
347,2025-04-17 21:00:00+00:00,8.633333333333333,9.166666666666666,96.39999999999999,0.04
348,2025-04-17 22:00:00+00:00,8.633333333333333,9.066666666666666,97.03333333333335,0.03333333333333333
349,2025-04-17 23:00:00+00:00,8.5,8.966666666666667,97.0,0.03333333333333333
350,2025-04-18 00:00:00+00:00,8.433333333333334,8.8,97.60000000000001,0.023333333333333334
351,2025-04-18 01:00:00+00:00,8.266666666666667,8.5,98.43333333333334,0.016666666666666666
352,2025-04-18 02:00:00+00:00,8.233333333333333,8.4,98.96666666666665,0.01
353,2025-04-18 03:00:00+00:00,7.8999999999999995,8.0,99.2,0.01
354,2025-04-18 04:00:00+00:00,8.1,8.200000000000001,99.39999999999999,0.01
355,2025-04-18 05:00:00+00:00,8.700000000000001,9.166666666666666,96.86666666666667,0.03333333333333333
356,2025-04-18 06:00:00+00:00,9.6,11.799999999999999,86.60000000000001,0.18666666666666668
357,2025-04-18 07:00:00+00:00,10.833333333333334,18.7,60.6,0.86
358,2025-04-18 08:00:00+00:00,10.333333333333334,18.333333333333332,60.03333333333333,0.8566666666666668
359,2025-04-18 09:00:00+00:00,9.733333333333333,17.233333333333334,61.70000000000001,0.7666666666666666
360,2025-04-18 10:00:00+00:00,8.55,17.15,57.3,0.835
361,2025-04-18 11:00:00+00:00,9.633333333333333,20.966666666666665,48.833333333333336,1.29
362,2025-04-18 12:00:00+00:00,11.433333333333332,22.5,50.199999999999996,1.4266666666666667
363,2025-04-18 13:00:00+00:00,11.799999999999999,21.03333333333333,56.1,1.1266666666666667
364,2025-04-18 14:00:00+00:00,11.200000000000001,18.733333333333334,61.63333333333333,0.8300000000000001
365,2025-04-18 15:00:00+00:00,11.333333333333334,14.133333333333333,84.46666666666665,0.2733333333333334
366,2025-04-18 16:00:00+00:00,11.866666666666667,12.466666666666667,96.13333333333333,0.056666666666666664
367,2025-04-18 17:00:00+00:00,11.299999999999999,11.833333333333334,96.39999999999999,0.05333333333333334
368,2025-04-18 18:00:00+00:00,11.0,11.45,96.94999999999999,0.04
369,2025-04-18 19:00:00+00:00,10.799999999999999,11.233333333333334,97.06666666666666,0.04
370,2025-04-18 20:00:00+00:00,10.466666666666667,11.166666666666666,95.63333333333333,0.056666666666666664
371,2025-04-18 21:00:00+00:00,10.166666666666666,11.033333333333333,94.5,0.07333333333333333
372,2025-04-18 22:00:00+00:00,9.933333333333334,10.833333333333334,94.3,0.07333333333333335
373,2025-04-18 23:00:00+00:00,9.766666666666666,10.700000000000001,93.86666666666667,0.08
374,2025-04-19 00:00:00+00:00,9.533333333333333,10.566666666666666,93.46666666666665,0.08333333333333333
375,2025-04-19 01:00:00+00:00,9.299999999999999,10.333333333333334,93.5,0.08333333333333333
376,2025-04-19 02:00:00+00:00,9.266666666666667,10.3,93.56666666666666,0.08333333333333333
377,2025-04-19 03:00:00+00:00,9.233333333333333,10.2,93.7,0.07666666666666667
378,2025-04-19 04:00:00+00:00,9.166666666666666,10.233333333333333,93.13333333333333,0.08666666666666667
379,2025-04-19 05:00:00+00:00,9.266666666666667,10.4,92.66666666666667,0.09333333333333334
380,2025-04-19 06:00:00+00:00,9.5,11.133333333333333,89.7,0.1366666666666667
381,2025-04-19 07:00:00+00:00,10.233333333333334,12.433333333333332,86.53333333333335,0.19666666666666666
382,2025-04-19 08:00:00+00:00,10.266666666666667,13.033333333333333,83.36666666666666,0.25
383,2025-04-19 09:00:00+00:00,10.9,14.366666666666667,79.86666666666667,0.33
384,2025-04-19 10:00:00+00:00,12.033333333333333,17.433333333333334,70.89999999999999,0.59
385,2025-04-19 11:00:00+00:00,11.333333333333334,18.666666666666668,62.699999999999996,0.82
386,2025-04-19 12:00:00+00:00,11.166666666666666,16.5,70.93333333333334,0.5466666666666667
387,2025-04-19 13:00:00+00:00,12.633333333333333,19.599999999999998,64.33333333333333,0.8266666666666667
388,2025-04-19 14:00:00+00:00,10.633333333333333,15.933333333333332,71.13333333333334,0.5266666666666667
389,2025-04-19 15:00:00+00:00,11.299999999999999,16.066666666666666,73.56666666666666,0.48333333333333334
390,2025-04-19 16:00:00+00:00,11.066666666666668,15.766666666666666,73.93333333333334,0.4666666666666666
391,2025-04-19 17:00:00+00:00,10.0,13.4,80.16666666666667,0.3066666666666667
392,2025-04-19 18:00:00+00:00,9.766666666666666,12.199999999999998,85.33333333333333,0.20666666666666667
393,2025-04-19 19:00:00+00:00,9.033333333333333,10.866666666666667,88.53333333333335,0.14666666666666667
394,2025-04-19 20:00:00+00:00,8.433333333333334,10.1,89.73333333333333,0.12666666666666668
395,2025-04-19 21:00:00+00:00,8.266666666666667,9.333333333333334,93.03333333333335,0.08
396,2025-04-19 22:00:00+00:00,8.766666666666667,9.633333333333333,94.5,0.06666666666666667
397,2025-04-19 23:00:00+00:00,8.75,10.25,90.55000000000001,0.12
398,2025-04-20 00:00:00+00:00,8.633333333333333,9.799999999999999,92.53333333333335,0.09333333333333334
399,2025-04-20 01:00:00+00:00,8.299999999999999,9.233333333333333,94.10000000000001,0.07
400,2025-04-20 02:00:00+00:00,8.066666666666666,8.9,94.53333333333335,0.06333333333333334
401,2025-04-20 03:00:00+00:00,7.866666666666667,8.5,95.8,0.04666666666666667
402,2025-04-20 04:00:00+00:00,7.766666666666666,8.433333333333334,95.43333333333334,0.05000000000000001
403,2025-04-20 05:00:00+00:00,8.633333333333333,9.9,91.86666666666667,0.10333333333333333
404,2025-04-20 06:00:00+00:00,10.266666666666667,15.266666666666666,72.8,0.49666666666666665
405,2025-04-20 07:00:00+00:00,11.200000000000001,18.96666666666667,60.86666666666667,0.86
406,2025-04-20 08:00:00+00:00,12.733333333333334,22.53333333333333,54.0,1.26
407,2025-04-20 09:00:00+00:00,12.233333333333334,22.933333333333334,51.13333333333333,1.38
408,2025-04-20 10:00:00+00:00,12.166666666666666,19.7,61.96666666666667,0.8733333333333334
409,2025-04-20 11:00:00+00:00,13.299999999999999,23.633333333333336,52.76666666666667,1.3833333333333335
410,2025-04-20 12:00:00+00:00,11.1,23.099999999999998,46.9,1.5033333333333332
411,2025-04-20 13:00:00+00:00,10.9,21.5,51.1,1.2533333333333332
412,2025-04-20 14:00:00+00:00,11.299999999999999,20.433333333333334,56.06666666666666,1.06
413,2025-04-20 15:00:00+00:00,9.233333333333334,16.933333333333334,60.73333333333333,0.7600000000000001
414,2025-04-20 16:00:00+00:00,10.6,15.700000000000001,71.86666666666667,0.5033333333333333
415,2025-04-20 17:00:00+00:00,10.5,14.299999999999999,78.16666666666667,0.35333333333333333
416,2025-04-20 18:00:00+00:00,10.566666666666666,13.366666666666667,83.2,0.26
417,2025-04-20 19:00:00+00:00,9.933333333333334,13.066666666666668,81.43333333333334,0.2833333333333333
418,2025-04-20 20:00:00+00:00,9.6,12.533333333333333,82.60000000000001,0.25333333333333335
419,2025-04-20 21:00:00+00:00,10.166666666666666,11.933333333333332,88.93333333333334,0.15666666666666665
420,2025-04-20 22:00:00+00:00,10.066666666666666,11.4,91.53333333333335,0.11333333333333333
421,2025-04-20 23:00:00+00:00,10.433333333333334,11.133333333333333,95.5,0.06
422,2025-04-21 00:00:00+00:00,10.4,10.966666666666667,96.46666666666665,0.04666666666666667
423,2025-04-21 01:00:00+00:00,10.266666666666667,10.766666666666666,96.8,0.04
424,2025-04-21 02:00:00+00:00,10.200000000000001,10.6,97.66666666666667,0.03
425,2025-04-21 03:00:00+00:00,10.200000000000001,10.533333333333333,97.93333333333334,0.02666666666666667
426,2025-04-21 04:00:00+00:00,10.0,10.366666666666667,97.76666666666667,0.02666666666666667
427,2025-04-21 05:00:00+00:00,10.366666666666667,10.833333333333334,97.03333333333335,0.04
428,2025-04-21 06:00:00+00:00,10.566666666666666,11.4,94.66666666666667,0.07333333333333335
429,2025-04-21 07:00:00+00:00,11.066666666666668,12.200000000000001,92.83333333333333,0.10333333333333333
430,2025-04-21 08:00:00+00:00,11.066666666666668,13.333333333333334,86.26666666666667,0.21
431,2025-04-21 09:00:00+00:00,11.799999999999999,15.466666666666667,78.89999999999999,0.37666666666666665
432,2025-04-21 10:00:00+00:00,11.9,15.766666666666666,77.96666666666667,0.39666666666666667
433,2025-04-21 11:00:00+00:00,12.666666666666666,17.366666666666667,74.16666666666667,0.5166666666666666
434,2025-04-21 12:00:00+00:00,14.233333333333334,21.8,62.5,0.9933333333333332
435,2025-04-21 13:00:00+00:00,13.233333333333334,20.833333333333332,62.166666666666664,0.9433333333333334
436,2025-04-21 14:00:00+00:00,12.700000000000001,21.933333333333334,55.93333333333334,1.1733333333333333
437,2025-04-21 15:00:00+00:00,13.4,24.03333333333333,51.73333333333333,1.4566666666666668
438,2025-04-21 16:00:00+00:00,11.799999999999999,18.966666666666665,63.6,0.8099999999999999
439,2025-04-21 17:00:00+00:00,11.033333333333333,14.466666666666667,80.3,0.3333333333333333
440,2025-04-21 18:00:00+00:00,9.933333333333334,11.966666666666667,87.5,0.17666666666666667
441,2025-04-21 19:00:00+00:00,9.266666666666666,10.466666666666667,92.2,0.09666666666666668
442,2025-04-21 20:00:00+00:00,8.966666666666667,9.799999999999999,94.60000000000001,0.06333333333333334
443,2025-04-21 21:00:00+00:00,8.200000000000001,8.799999999999999,95.96666666666665,0.04666666666666667
444,2025-04-21 22:00:00+00:00,7.5,7.866666666666667,97.36666666666667,0.02666666666666667
445,2025-04-21 23:00:00+00:00,6.833333333333333,7.1000000000000005,98.3,0.016666666666666666
446,2025-04-22 00:00:00+00:00,6.2,6.3999999999999995,98.7,0.01
447,2025-04-22 01:00:00+00:00,6.1000000000000005,6.2,99.10000000000001,0.01
448,2025-04-22 02:00:00+00:00,5.8999999999999995,6.0,99.39999999999999,0.006666666666666667
449,2025-04-22 03:00:00+00:00,6.066666666666666,6.1000000000000005,99.66666666666667,0.0
450,2025-04-22 04:00:00+00:00,6.566666666666666,6.566666666666666,99.73333333333333,0.0
451,2025-04-22 05:00:00+00:00,8.066666666666666,8.700000000000001,96.06666666666666,0.049999999999999996
452,2025-04-22 06:00:00+00:00,9.799999999999999,11.9,87.0,0.18333333333333335
453,2025-04-22 07:00:00+00:00,11.033333333333333,17.066666666666666,68.16666666666667,0.64
454,2025-04-22 08:00:00+00:00,11.0,19.566666666666666,58.06666666666666,0.9666666666666667
455,2025-04-22 09:00:00+00:00,10.733333333333334,20.566666666666666,53.46666666666666,1.13
456,2025-04-22 10:00:00+00:00,11.733333333333334,22.066666666666663,52.300000000000004,1.27
457,2025-04-22 11:00:00+00:00,13.733333333333334,23.400000000000002,54.86666666666667,1.3033333333333335
458,2025-04-22 12:00:00+00:00,14.566666666666668,24.03333333333333,55.63333333333333,1.3333333333333333
459,2025-04-22 13:00:00+00:00,14.833333333333334,22.766666666666666,61.13333333333333,1.0933333333333335
460,2025-04-22 14:00:00+00:00,14.433333333333332,21.166666666666668,65.73333333333333,0.8666666666666667
461,2025-04-22 15:00:00+00:00,14.266666666666666,21.46666666666667,63.86666666666667,0.93
462,2025-04-22 16:00:00+00:00,13.5,19.599999999999998,68.03333333333333,0.7366666666666667
463,2025-04-22 17:00:00+00:00,12.433333333333332,16.166666666666668,78.83333333333333,0.38999999999999996
464,2025-04-22 18:00:00+00:00,12.066666666666668,13.933333333333332,88.7,0.18000000000000002
465,2025-04-22 19:00:00+00:00,11.566666666666668,13.466666666666667,88.3,0.18000000000000002
