dewpoint;vaporPressureDeficit;batteryValue;temperature;humidity;batteryLevel;receivedAt;device;providerDeviceId
5.6;0.52;3681;12.4;63.7;100;2025-05-17T19:56:03.669013079Z;551;santorsola-thrd-5
5.7;0.51;3678;12.3;64.5;100;2025-05-17T20:16:03.926362913Z;551;santorsola-thrd-5
6;0.52;3670;12.6;64.6;100;2025-05-17T20:36:03.927928007Z;551;santorsola-thrd-5
6.6;0.35;3681;11.2;73.6;100;2025-05-17T20:56:03.902690653Z;551;santorsola-thrd-5
6.5;0.3;3681;10.5;76.5;100;2025-05-17T21:16:03.875643837Z;551;santorsola-thrd-5
6.2;0.33;3681;10.6;74.3;100;2025-05-17T21:36:03.542986039Z;551;santorsola-thrd-5
6.4;0.31;3681;10.5;75.9;100;2025-05-17T21:56:03.864900303Z;551;santorsola-thrd-5
6.4;0.29;3681;10.3;77;100;2025-05-17T22:16:03.829183265Z;551;santorsola-thrd-5
6.4;0.32;3678;10.7;74.8;100;2025-05-17T22:36:03.825314267Z;551;santorsola-thrd-5
6.4;0.31;3681;10.5;75.8;100;2025-05-17T22:56:03.812942572Z;551;santorsola-thrd-5
6.4;0.29;3678;10.3;77;100;2025-05-17T23:16:03.788334012Z;551;santorsola-thrd-5
6.3;0.28;3681;10.1;77.6;100;2025-05-17T23:36:03.777952333Z;551;santorsola-thrd-5
6.5;0.22;3681;9.6;81.3;100;2025-05-17T23:56:03.769113963Z;551;santorsola-thrd-5
6;0.22;3681;9.2;80.8;100;2025-05-18T00:16:03.756542939Z;551;santorsola-thrd-5
6;0.16;3678;8.4;85.3;100;2025-05-18T00:36:03.769080774Z;551;santorsola-thrd-5
5.8;0.16;3678;8.1;85.5;100;2025-05-18T00:56:03.660602824Z;551;santorsola-thrd-5
5.6;0.13;3678;7.6;87.5;100;2025-05-18T01:16:03.710155501Z;551;santorsola-thrd-5
5.5;0.12;3681;7.3;88.2;100;2025-05-18T01:36:03.705545072Z;551;santorsola-thrd-5
5.4;0.08;3678;6.7;91.4;100;2025-05-18T01:56:03.675380721Z;551;santorsola-thrd-5
5.4;0.08;3678;6.7;91.7;100;2025-05-18T02:16:03.666559585Z;551;santorsola-thrd-5
5.1;0.07;3678;6.3;92.2;100;2025-05-18T02:36:03.656079871Z;551;santorsola-thrd-5
4.7;0.07;3681;5.9;92.3;100;2025-05-18T02:56:03.644678475Z;551;santorsola-thrd-5
4.6;0.07;3678;5.7;92.6;100;2025-05-18T03:16:03.638766412Z;551;santorsola-thrd-5
4.6;0.07;3678;5.7;92.7;100;2025-05-18T03:36:03.616192125Z;551;santorsola-thrd-5
4.5;0.05;3678;5.4;94;100;2025-05-18T03:56:03.612007322Z;551;santorsola-thrd-5
5.4;0.08;3678;6.6;91.9;100;2025-05-18T04:16:03.601634636Z;551;santorsola-thrd-5
5.8;0.09;3681;7.1;91.5;100;2025-05-18T04:36:03.582135629Z;551;santorsola-thrd-5
6.1;0.11;3681;7.8;89.2;100;2025-05-18T04:56:03.559633384Z;551;santorsola-thrd-5
7;0.2;3681;9.7;83.6;100;2025-05-18T05:16:03.237841454Z;551;santorsola-thrd-5
8.2;0.3;3683;11.8;78.6;100;2025-05-18T05:36:03.529802254Z;551;santorsola-thrd-5
9.4;0.38;3681;13.6;75.7;100;2025-05-18T05:56:03.509804362Z;551;santorsola-thrd-5
9.2;0.55;3681;15.1;68.1;100;2025-05-18T06:16:03.498232468Z;551;santorsola-thrd-5
9.1;0.75;3681;16.8;60.8;100;2025-05-18T06:36:03.422972973Z;551;santorsola-thrd-5
9.8;0.95;3681;18.8;56;100;2025-05-18T06:56:03.462394182Z;551;santorsola-thrd-5
9.4;1.21;3681;20.4;49.5;100;2025-05-18T07:16:03.456039115Z;551;santorsola-thrd-5
11.2;1.31;3681;22;50.6;100;2025-05-18T07:36:03.438515656Z;551;santorsola-thrd-5
10.4;1.55;3681;23;44.9;100;2025-05-18T07:56:03.428950726Z;551;santorsola-thrd-5
11.6;1.56;3681;23.7;46.6;100;2025-05-18T08:16:03.418280314Z;551;santorsola-thrd-5
12.4;1.71;3681;24.9;45.8;100;2025-05-18T08:36:03.411143337Z;551;santorsola-thrd-5
9.5;2.15;3681;25.9;35.6;100;2025-05-18T08:56:03.396564678Z;551;santorsola-thrd-5
9.7;1.78;3681;24;40.5;100;2025-05-18T09:16:03.389855026Z;551;santorsola-thrd-5
10;2.17;3681;26.2;36.1;100;2025-05-18T09:36:03.391254008Z;551;santorsola-thrd-5
11;2.17;3681;26.6;37.8;100;2025-05-18T09:56:03.367965587Z;551;santorsola-thrd-5
10.3;2.44;3681;27.6;33.9;100;2025-05-18T10:16:03.043850979Z;551;santorsola-thrd-5
10.1;2.66;3681;28.5;31.7;100;2025-05-18T10:36:03.351256449Z;551;santorsola-thrd-5
9.7;2.6;3681;28.1;31.6;100;2025-05-18T10:56:03.343357595Z;551;santorsola-thrd-5
10.5;2.62;3681;28.5;32.6;100;2025-05-18T11:16:03.329414842Z;551;santorsola-thrd-5
9.5;2.62;3681;28.1;31.2;100;2025-05-18T11:36:03.323250417Z;551;santorsola-thrd-5
9;2.79;3678;28.7;29.1;100;2025-05-18T11:56:03.320117549Z;551;santorsola-thrd-5
9.1;2.97;3678;29.5;28;100;2025-05-18T12:16:03.301672958Z;551;santorsola-thrd-5
8.2;2.83;3681;28.6;27.7;100;2025-05-18T12:36:02.984551683Z;551;santorsola-thrd-5
8.7;2.91;3681;29.1;27.8;100;2025-05-18T12:56:02.975297474Z;551;santorsola-thrd-5
8;2.6;3678;27.5;29.3;100;2025-05-18T13:16:03.296792799Z;551;santorsola-thrd-5
9.8;3.08;3681;30.2;28.2;100;2025-05-18T13:36:03.279974713Z;551;santorsola-thrd-5
10.2;3.08;3678;30.3;28.7;100;2025-05-18T13:56:03.282400220Z;551;santorsola-thrd-5
10.8;2.76;3678;29.2;31.9;100;2025-05-18T14:16:03.302738055Z;551;santorsola-thrd-5
10.7;1.75;3678;24.3;42.5;100;2025-05-18T14:36:03.209900721Z;551;santorsola-thrd-5
9.3;1.86;3678;24.3;38.7;100;2025-05-18T14:56:03.259903660Z;551;santorsola-thrd-5
10.5;1.68;3678;23.8;43.1;100;2025-05-18T15:16:02.928218369Z;551;santorsola-thrd-5
12.1;1.79;3678;25.2;44.1;100;2025-05-18T15:36:03.186049581Z;551;santorsola-thrd-5
11;1.75;3678;24.4;42.9;100;2025-05-18T15:56:03.240151117Z;551;santorsola-thrd-5
10.4;1.24;3678;21.1;50.5;100;2025-05-18T16:16:03.236752944Z;551;santorsola-thrd-5
10.1;1.34;3678;21.6;48;100;2025-05-18T16:36:03.198210717Z;551;santorsola-thrd-5
10.5;1.22;3675;21;51.1;100;2025-05-18T16:56:02.859513154Z;551;santorsola-thrd-5
9.7;1.14;3681;20.1;51.4;100;2025-05-18T17:16:03.163345440Z;551;santorsola-thrd-5
10.4;0.89;3678;18.7;58.7;100;2025-05-18T17:36:03.157146312Z;551;santorsola-thrd-5
10.3;0.76;3681;17.6;62.4;100;2025-05-18T17:56:03.130949161Z;551;santorsola-thrd-5
9.9;0.74;3681;17.2;62.2;100;2025-05-18T18:16:03.107083245Z;551;santorsola-thrd-5
9.6;0.66;3678;16.4;64.4;100;2025-05-18T18:36:03.092102061Z;551;santorsola-thrd-5
9.6;0.6;3678;15.9;66.6;100;2025-05-18T18:56:03.077855948Z;551;santorsola-thrd-5
9.4;0.58;3678;15.5;67.2;100;2025-05-18T19:16:03.064277076Z;551;santorsola-thrd-5
9.3;0.53;3681;15;69;100;2025-05-18T19:36:03.036197876Z;551;santorsola-thrd-5
9.2;0.49;3678;14.6;70.4;100;2025-05-18T19:56:03.031106410Z;551;santorsola-thrd-5
9.2;0.48;3681;14.4;71;100;2025-05-18T20:16:02.998895500Z;551;santorsola-thrd-5
9;0.42;3681;13.7;73.3;100;2025-05-18T20:36:02.981589296Z;551;santorsola-thrd-5
8.9;0.42;3670;13.6;73.3;100;2025-05-18T20:56:02.981209187Z;551;santorsola-thrd-5
8.9;0.4;3678;13.5;73.9;100;2025-05-18T21:16:02.958672028Z;551;santorsola-thrd-5
8.8;0.38;3681;13.2;74.9;100;2025-05-18T21:36:02.935006992Z;551;santorsola-thrd-5
8.8;0.31;3681;12.5;78.3;100;2025-05-18T21:56:02.934165163Z;551;santorsola-thrd-5
8.7;0.31;3678;12.4;78.4;100;2025-05-18T22:16:02.910157001Z;551;santorsola-thrd-5
8.7;0.28;3681;12.1;80;100;2025-05-18T22:36:02.885211689Z;551;santorsola-thrd-5
8.7;0.3;3678;12.2;79.2;100;2025-05-18T22:56:02.889823293Z;551;santorsola-thrd-5
8.6;0.29;3681;12.1;79.4;100;2025-05-18T23:16:02.854549950Z;551;santorsola-thrd-5
8.3;0.25;3681;11.4;81.6;100;2025-05-18T23:36:02.830225025Z;551;santorsola-thrd-5
8.1;0.2;3678;10.6;84.4;100;2025-05-18T23:56:02.835378268Z;551;santorsola-thrd-5
8.2;0.21;3678;10.8;84;100;2025-05-19T00:16:02.799825523Z;551;santorsola-thrd-5
7.8;0.17;3681;10;86.4;100;2025-05-19T00:36:02.782202342Z;551;santorsola-thrd-5
7.6;0.11;3678;9.1;90.2;100;2025-05-19T00:56:02.770207320Z;551;santorsola-thrd-5
7.6;0.11;3678;9;90.8;100;2025-05-19T01:16:02.760411409Z;551;santorsola-thrd-5
7.4;0.08;3681;8.5;92.7;100;2025-05-19T01:36:02.752698651Z;551;santorsola-thrd-5
7.6;0.08;3678;8.8;92.5;100;2025-05-19T01:56:02.737957126Z;551;santorsola-thrd-5
6.8;0.07;3678;7.8;93.4;100;2025-05-19T02:16:02.651678689Z;551;santorsola-thrd-5
6.8;0.07;3681;7.8;93.3;100;2025-05-19T02:36:02.709043496Z;551;santorsola-thrd-5
6.8;0.06;3678;7.7;94.2;100;2025-05-19T02:56:02.368747830Z;551;santorsola-thrd-5
6.8;0.04;3681;7.5;95.7;100;2025-05-19T03:16:02.728765676Z;551;santorsola-thrd-5
6.4;0.05;3681;7.1;95.2;100;2025-05-19T03:36:02.802182313Z;551;santorsola-thrd-5
6.5;0.05;3678;7.2;95.2;100;2025-05-19T03:56:02.657793982Z;551;santorsola-thrd-5
7.9;0.06;3681;8.7;94.7;100;2025-05-19T04:16:02.584262181Z;551;santorsola-thrd-5
8.3;0.1;3681;9.6;91.5;100;2025-05-19T04:36:02.641802635Z;551;santorsola-thrd-5
8.2;0.1;3681;9.5;91.9;100;2025-05-19T04:56:02.608477108Z;551;santorsola-thrd-5
9.3;0.17;3681;11.3;87.4;100;2025-05-19T05:16:02.585461916Z;551;santorsola-thrd-5
10.4;0.25;3681;13.2;83.2;100;2025-05-19T05:36:02.569880991Z;551;santorsola-thrd-5
11;0.4;3681;15.1;76.6;100;2025-05-19T05:56:02.548636821Z;551;santorsola-thrd-5
12;0.51;3681;16.8;73.4;100;2025-05-19T06:16:02.535164848Z;551;santorsola-thrd-5
11;0.82;3681;18.5;61.7;100;2025-05-19T06:36:02.207674919Z;551;santorsola-thrd-5
11.4;1.05;3681;20.4;56.3;100;2025-05-19T06:56:02.504958612Z;551;santorsola-thrd-5
11.9;1.28;3681;22.2;52.2;100;2025-05-19T07:16:02.428963639Z;551;santorsola-thrd-5
11.1;1.45;3681;22.8;47.7;100;2025-05-19T07:36:02.499224245Z;551;santorsola-thrd-5
11.8;1.57;3681;23.9;46.9;100;2025-05-19T07:56:02.476030097Z;551;santorsola-thrd-5
11.7;1.98;3681;26;41;100;2025-05-19T08:16:02.158052820Z;551;santorsola-thrd-5
12;2.16;3681;27;39.4;100;2025-05-19T08:36:02.452156654Z;551;santorsola-thrd-5
11.5;2.11;3681;26.5;39.1;100;2025-05-19T08:56:02.447213260Z;551;santorsola-thrd-5
12.7;2.12;3681;27.1;40.9;100;2025-05-19T09:16:02.427737179Z;551;santorsola-thrd-5
12.1;2.22;3681;27.3;38.8;100;2025-05-19T09:36:02.426302Z;551;santorsola-thrd-5
12;2.16;3681;27;39.3;100;2025-05-19T09:56:02.401824924Z;551;santorsola-thrd-5
11.9;2.41;3681;28.1;36.7;100;2025-05-19T10:16:02.407981960Z;551;santorsola-thrd-5
11.4;2.43;3678;28;35.6;100;2025-05-19T10:36:02.394568038Z;551;santorsola-thrd-5
12.2;2.56;3678;28.9;35.6;100;2025-05-19T10:56:02.382852626Z;551;santorsola-thrd-5
11.9;2.62;3681;29;34.7;100;2025-05-19T11:16:02.383958268Z;551;santorsola-thrd-5
11.7;2.79;3681;29.7;33;100;2025-05-19T11:36:02.359329406Z;551;santorsola-thrd-5
10.5;2.49;3681;27.9;33.7;100;2025-05-19T11:56:02.041535422Z;551;santorsola-thrd-5
8.6;2.96;3681;29.3;27.4;100;2025-05-19T12:16:02.023616655Z;551;santorsola-thrd-5
12;2.92;3678;30.3;32.4;100;2025-05-19T12:36:02.348681123Z;551;santorsola-thrd-5
11;2.98;3681;30.2;30.5;100;2025-05-19T12:56:02.376831468Z;551;santorsola-thrd-5
13;3.11;3678;31.4;32.4;100;2025-05-19T13:16:02.348840512Z;551;santorsola-thrd-5
13.2;2.93;3678;30.8;34.1;100;2025-05-19T13:36:02.339848001Z;551;santorsola-thrd-5
11.9;3.21;3678;31.4;30.2;100;2025-05-19T13:56:02.335287837Z;551;santorsola-thrd-5
12;2.97;3678;30.5;32;100;2025-05-19T14:16:02.331718956Z;551;santorsola-thrd-5
13.1;2.64;3678;29.6;36.4;100;2025-05-19T14:36:02.333204059Z;551;santorsola-thrd-5
13.5;2.9;3678;30.8;34.7;100;2025-05-19T14:56:02.333806416Z;551;santorsola-thrd-5
14.2;2.1;3667;27.7;43.5;100;2025-05-19T15:16:02.335204082Z;551;santorsola-thrd-5
13;1.55;3678;24.4;49.2;100;2025-05-19T15:36:02.320982462Z;551;santorsola-thrd-5
14;1.22;3678;23.1;56.8;100;2025-05-19T15:56:02.327874898Z;551;santorsola-thrd-5
15;0.9;3678;21.8;65.6;100;2025-05-19T16:16:02.293602145Z;551;santorsola-thrd-5
14.2;0.93;3678;21.4;63.6;100;2025-05-19T16:36:02.284706398Z;551;santorsola-thrd-5
13.8;0.81;3678;20.4;66.2;100;2025-05-19T16:56:02.262481670Z;551;santorsola-thrd-5
15.2;0.59;3678;19.9;74.6;100;2025-05-19T17:16:02.242167520Z;551;santorsola-thrd-5
16;0.5;3678;19.9;78.6;100;2025-05-19T17:36:02.164469537Z;551;santorsola-thrd-5
15.5;0.49;3678;19.4;78.2;100;2025-05-19T17:56:02.191855340Z;551;santorsola-thrd-5
14;0.53;3681;18.5;75;100;2025-05-19T18:16:02.178944148Z;551;santorsola-thrd-5
13.8;0.41;3678;17.4;79.6;100;2025-05-19T18:36:02.168716252Z;551;santorsola-thrd-5
13.4;0.35;3681;16.6;81.4;100;2025-05-19T18:56:02.154648544Z;551;santorsola-thrd-5
13;0.4;3681;16.7;78.7;100;2025-05-19T19:16:01.808851976Z;551;santorsola-thrd-5
12.6;0.45;3681;16.8;76.5;100;2025-05-19T19:36:02.098706829Z;551;santorsola-thrd-5
12.5;0.39;3681;16.2;78.8;100;2025-05-19T19:56:02.148718486Z;551;santorsola-thrd-5
12.4;0.37;3681;15.9;79.7;100;2025-05-19T20:16:02.077573512Z;551;santorsola-thrd-5
12.2;0.3;3681;15.1;82.7;100;2025-05-19T20:36:02.053791507Z;551;santorsola-thrd-5
12.3;0.32;3678;15.4;81.7;100;2025-05-19T20:56:02.046733099Z;551;santorsola-thrd-5
12.4;0.3;3670;15.3;82.8;100;2025-05-19T21:16:01.952647942Z;551;santorsola-thrd-5
12.4;0.3;3681;15.4;82.7;100;2025-05-19T21:36:02.000900280Z;551;santorsola-thrd-5
12.3;0.25;3681;14.8;85.2;100;2025-05-19T21:56:01.976054355Z;551;santorsola-thrd-5
12.3;0.23;3681;14.6;86;100;2025-05-19T22:16:01.973543419Z;551;santorsola-thrd-5
12.2;0.21;3681;14.3;87.4;100;2025-05-19T22:36:01.951624476Z;551;santorsola-thrd-5
12.4;0.21;3681;14.5;87.5;100;2025-05-19T22:56:01.867562871Z;551;santorsola-thrd-5
12.2;0.17;3681;13.9;89.6;100;2025-05-19T23:16:01.906258296Z;551;santorsola-thrd-5
12.2;0.17;3681;13.9;89.3;100;2025-05-19T23:36:01.901935601Z;551;santorsola-thrd-5
11.9;0.13;3681;13.3;91.4;100;2025-05-19T23:56:01.874885435Z;551;santorsola-thrd-5
11.9;0.13;3681;13.3;91.5;100;2025-05-20T00:16:01.865801352Z;551;santorsola-thrd-5
11.8;0.12;3681;13.1;92.1;100;2025-05-20T00:36:01.844197054Z;551;santorsola-thrd-5
11.7;0.12;3681;13;92;100;2025-05-20T00:56:01.830248215Z;551;santorsola-thrd-5
11.9;0.13;3681;13.3;91.4;100;2025-05-20T01:16:01.824986646Z;551;santorsola-thrd-5
11.9;0.13;3681;13.3;91.2;100;2025-05-20T01:36:01.787901842Z;551;santorsola-thrd-5
11.9;0.14;3681;13.4;90.7;100;2025-05-20T01:56:01.773409919Z;551;santorsola-thrd-5
11.8;0.13;3678;13.2;91.4;100;2025-05-20T02:16:01.770784077Z;551;santorsola-thrd-5
12;0.15;3681;13.5;90.6;100;2025-05-20T02:36:01.672518859Z;551;santorsola-thrd-5
11.9;0.14;3683;13.4;90.9;100;2025-05-20T02:56:01.706999196Z;551;santorsola-thrd-5
11.8;0.13;3681;13.2;91.2;100;2025-05-20T03:16:01.700854623Z;551;santorsola-thrd-5
11.8;0.13;3681;13.2;91.5;100;2025-05-20T03:36:01.623258769Z;551;santorsola-thrd-5
11.8;0.12;3681;13.1;92;100;2025-05-20T03:56:01.674631466Z;551;santorsola-thrd-5
12.2;0.15;3681;13.7;90.5;100;2025-05-20T04:16:01.651719005Z;551;santorsola-thrd-5
12.2;0.16;3681;13.9;89.7;100;2025-05-20T04:36:01.644859207Z;551;santorsola-thrd-5
12.6;0.21;3683;14.7;87.2;100;2025-05-20T04:56:01.626284111Z;551;santorsola-thrd-5
12.5;0.22;3681;14.7;86.9;100;2025-05-20T05:16:01.597453510Z;551;santorsola-thrd-5
12.4;0.21;3681;14.5;87.4;100;2025-05-20T05:36:01.583764538Z;551;santorsola-thrd-5
13.5;0.21;3681;15.5;87.8;100;2025-05-20T05:56:01.575540632Z;551;santorsola-thrd-5
13.5;0.26;3681;15.9;85.5;100;2025-05-20T06:16:01.556919179Z;551;santorsola-thrd-5
13.8;0.35;3681;17;81.8;100;2025-05-20T06:36:01.536032181Z;551;santorsola-thrd-5
14.2;0.35;3681;17.3;82.1;100;2025-05-20T06:56:01.507750234Z;551;santorsola-thrd-5
14.9;0.35;3683;17.9;82.9;100;2025-05-20T07:16:01.486679848Z;551;santorsola-thrd-5
14.5;0.36;3683;17.6;82.3;100;2025-05-20T07:36:01.477953537Z;551;santorsola-thrd-5
14.8;0.38;3683;18;81.5;100;2025-05-20T07:56:01.451435156Z;551;santorsola-thrd-5
15;0.53;3683;19.3;76.5;100;2025-05-20T08:16:01.448791767Z;551;santorsola-thrd-5
14.7;0.3;3683;17.3;84.7;100;2025-05-20T08:36:01.421131896Z;551;santorsola-thrd-5
15.3;0.41;3681;18.6;81;100;2025-05-20T08:56:01.405890473Z;551;santorsola-thrd-5
15.4;0.48;3681;19.2;78.6;100;2025-05-20T09:16:01.392217734Z;551;santorsola-thrd-5
15.5;0.43;3683;19;80.4;100;2025-05-20T09:36:01.366882906Z;551;santorsola-thrd-5
15.4;0.47;3683;19.2;78.7;100;2025-05-20T09:56:01.342036108Z;551;santorsola-thrd-5
14.5;0.41;3683;18;79.9;100;2025-05-20T10:16:01.332031002Z;551;santorsola-thrd-5
14.6;0.49;3681;18.7;77.1;100;2025-05-20T10:36:01.321512670Z;551;santorsola-thrd-5
14.1;0.51;3681;18.5;75.9;100;2025-05-20T10:56:01.234697988Z;551;santorsola-thrd-5
15.5;0.82;3683;21.6;68.2;100;2025-05-20T11:16:01.271014556Z;551;santorsola-thrd-5
15;0.9;3683;21.8;65.4;100;2025-05-20T11:36:01.262470403Z;551;santorsola-thrd-5
13.7;0.68;3683;19.4;69.9;100;2025-05-20T11:56:01.238110698Z;551;santorsola-thrd-5
13.2;0.45;3683;17.3;77;100;2025-05-20T12:16:00.911573189Z;551;santorsola-thrd-5
14;0.26;3683;16.3;86.2;100;2025-05-20T12:36:01.194931653Z;551;santorsola-thrd-5
14.8;0.22;3681;16.7;88.6;100;2025-05-20T12:56:01.181267447Z;551;santorsola-thrd-5
14.9;0.24;3683;17;87.6;100;2025-05-20T13:16:00.850403670Z;551;santorsola-thrd-5
15.4;0.35;3681;18.3;83.2;100;2025-05-20T13:36:01.142896968Z;551;santorsola-thrd-5
16.4;0.62;3683;21;75;100;2025-05-20T13:56:01.124274994Z;551;santorsola-thrd-5
15.1;0.37;3681;18.2;82.3;100;2025-05-20T14:16:01.110151094Z;551;santorsola-thrd-5
13.8;0.25;3683;16.1;86.3;100;2025-05-20T14:36:01.091097177Z;551;santorsola-thrd-5
14.2;0.15;3683;15.6;91.7;100;2025-05-20T14:56:01.067696647Z;551;santorsola-thrd-5
14.2;0.12;3683;15.3;93.1;100;2025-05-20T15:16:01.058632803Z;551;santorsola-thrd-5
14.1;0.11;3683;15.2;93.4;100;2025-05-20T15:36:01.031821330Z;551;santorsola-thrd-5
14.1;0.11;3681;15.1;93.6;100;2025-05-20T15:56:00.954506830Z;551;santorsola-thrd-5
14.1;0.08;3683;14.9;95.1;100;2025-05-20T16:16:00.679542291Z;551;santorsola-thrd-5
14.2;0.08;3681;14.9;95.4;100;2025-05-20T16:36:00.982066258Z;551;santorsola-thrd-5
14.3;0.07;3683;15;95.8;100;2025-05-20T16:56:00.952642522Z;551;santorsola-thrd-5
14.1;0.07;3681;14.8;95.6;100;2025-05-20T17:16:00.951318088Z;551;santorsola-thrd-5
14.2;0.07;3681;14.9;95.8;100;2025-05-20T17:36:00.939852566Z;551;santorsola-thrd-5
13.9;0.07;3683;14.6;95.8;100;2025-05-20T17:56:00.945553721Z;551;santorsola-thrd-5
13.9;0.06;3683;14.5;96.2;100;2025-05-20T18:16:00.901757766Z;551;santorsola-thrd-5
13.7;0.05;3683;14.2;96.8;100;2025-05-20T18:36:00.874103981Z;551;santorsola-thrd-5
13.3;0.04;3683;13.7;97.4;100;2025-05-20T18:56:00.856598100Z;551;santorsola-thrd-5
13.1;0.04;3683;13.5;97.7;100;2025-05-20T19:16:00.841167772Z;551;santorsola-thrd-5
13;0.04;3683;13.4;97.7;100;2025-05-20T19:36:00.825275758Z;551;santorsola-thrd-5
12.9;0.03;3683;13.2;97.8;100;2025-05-20T19:56:00.807505559Z;551;santorsola-thrd-5
12.3;0.03;3683;12.7;97.7;100;2025-05-20T20:16:00.788772245Z;551;santorsola-thrd-5
12.2;0.02;3683;12.5;98.3;100;2025-05-20T20:36:00.768142452Z;551;santorsola-thrd-5
12.3;0.02;3683;12.5;98.6;100;2025-05-20T20:56:00.751839803Z;551;santorsola-thrd-5
12.1;0.02;3678;12.4;98.3;100;2025-05-20T21:16:00.769901607Z;551;santorsola-thrd-5
12.1;0.02;3673;12.3;98.6;100;2025-05-20T21:36:00.431480583Z;551;santorsola-thrd-5
12.3;0.02;3683;12.5;98.9;100;2025-05-20T21:56:00.714948842Z;551;santorsola-thrd-5
11.8;0.02;3681;12;98.7;100;2025-05-20T22:16:00.683845756Z;551;santorsola-thrd-5
11.6;0.02;3683;11.8;98.9;100;2025-05-20T22:36:00.603502378Z;551;santorsola-thrd-5
11.2;0.01;3683;11.4;99;100;2025-05-20T22:56:00.333555211Z;551;santorsola-thrd-5
11;0.01;3681;11.2;99;100;2025-05-20T23:16:00.635957588Z;551;santorsola-thrd-5
11.1;0.01;3683;11.2;99.2;100;2025-05-20T23:36:00.618792213Z;551;santorsola-thrd-5
11.1;0.01;3683;11.2;99.3;100;2025-05-20T23:56:00.600435123Z;551;santorsola-thrd-5
11.1;0.01;3683;11.2;99.3;100;2025-05-21T00:16:00.617022698Z;551;santorsola-thrd-5
11.1;0.01;3683;11.2;99.4;100;2025-05-21T00:36:00.569165165Z;551;santorsola-thrd-5
11.1;0.01;3681;11.2;99.4;100;2025-05-21T00:56:00.550101781Z;551;santorsola-thrd-5
11.2;0.01;3681;11.3;99.5;100;2025-05-21T01:16:00.540031433Z;551;santorsola-thrd-5
11;0.01;3683;11.1;99.5;100;2025-05-21T01:36:00.525257731Z;551;santorsola-thrd-5
11;0.01;3683;11.1;99.5;100;2025-05-21T01:56:00.501956286Z;551;santorsola-thrd-5
10.6;0.01;3681;10.7;99.4;100;2025-05-21T02:16:00.490015981Z;551;santorsola-thrd-5
11.3;0;3683;11.3;99.7;100;2025-05-21T02:36:00.472641139Z;551;santorsola-thrd-5
10.8;0.01;3683;10.9;99.5;100;2025-05-21T02:56:00.450830463Z;551;santorsola-thrd-5
11;0;3683;11;99.7;100;2025-05-21T03:16:00.446637348Z;551;santorsola-thrd-5
11;0;3681;11;99.7;100;2025-05-21T03:36:00.427804057Z;551;santorsola-thrd-5
11.2;0;3683;11.2;99.7;100;2025-05-21T03:56:00.414858507Z;551;santorsola-thrd-5
11.2;0.01;3683;11.3;99.2;100;2025-05-21T04:16:00.404219650Z;551;santorsola-thrd-5
11.6;0.02;3681;11.8;98.6;100;2025-05-21T04:36:00.057433460Z;551;santorsola-thrd-5
11.8;0.03;3681;12.1;97.8;100;2025-05-21T04:56:00.364239622Z;551;santorsola-thrd-5
12.4;0.06;3681;13;96.2;100;2025-05-21T05:16:00.338617652Z;551;santorsola-thrd-5
13;0.08;3683;13.8;95.2;100;2025-05-21T05:36:00.319830292Z;551;santorsola-thrd-5
13.7;0.16;3681;15.2;90.8;100;2025-05-21T05:56:00.308575286Z;551;santorsola-thrd-5
15;0.5;3683;19.1;77.3;100;2025-05-21T06:16:00.282868179Z;551;santorsola-thrd-5
13.5;0.39;3683;17;79.8;100;2025-05-21T06:36:00.261975665Z;551;santorsola-thrd-5
13.6;0.3;3683;16.3;84;100;2025-05-21T06:56:00.257066943Z;551;santorsola-thrd-5
14.2;0.34;3683;17.2;82.8;100;2025-05-21T07:16:00.238308913Z;551;santorsola-thrd-5
14;0.37;3683;17.3;81.1;100;2025-05-21T07:36:00.216426152Z;551;santorsola-thrd-5
14.1;0.4;3681;17.6;79.9;100;2025-05-21T07:56:00.132628570Z;551;santorsola-thrd-5
14.4;0.51;3683;18.7;76.3;100;2025-05-21T08:16:00.113153653Z;551;santorsola-thrd-5
16;0.84;3683;22.1;68.4;100;2025-05-21T08:36:00.152293036Z;551;santorsola-thrd-5
17.6;0.27;3683;19.6;88.2;100;2025-05-21T08:56:00.088612817Z;551;santorsola-thrd-5
19.3;0.56;3681;22.9;80;100;2025-05-21T09:16:00.143971287Z;551;santorsola-thrd-5
20;0.54;3683;23.4;81.2;100;2025-05-21T09:36:00.128018012Z;551;santorsola-thrd-5
17.6;0.4;3683;20.5;83.4;100;2025-05-21T09:56:00.114664692Z;551;santorsola-thrd-5
20;0.67;3683;24.2;77.7;100;2025-05-21T10:16:00.095919053Z;551;santorsola-thrd-5
16.9;0.43;3681;20.1;81.8;100;2025-05-21T10:36:00.090471017Z;551;santorsola-thrd-5
15.6;0.5;3683;19.6;77.9;100;2025-05-21T10:56:00.070218750Z;551;santorsola-thrd-5
15.2;0.6;3681;19.9;74.3;100;2025-05-21T11:16:00.060824870Z;551;santorsola-thrd-5
14;0.65;3681;19.4;71.3;100;2025-05-21T11:36:00.030268935Z;551;santorsola-thrd-5
13.8;0.58;3681;18.7;73.2;100;2025-05-21T11:56:00.023267088Z;551;santorsola-thrd-5
14.9;0.46;3681;18.7;78.7;100;2025-05-21T12:16:00.008715609Z;551;santorsola-thrd-5
