dewpoint;vaporPressureDeficit;batteryValue;temperature;humidity;batteryLevel;receivedAt;device;providerDeviceId
13.5;0.13;3681;14.7;92.4;100;2025-05-27T05:55:53.717555925Z;551;santorsola-thrd-5
13.5;0.13;3681;14.7;92.5;100;2025-05-27T06:15:53.698441027Z;551;santorsola-thrd-5
13.4;0.1;3683;14.4;93.6;100;2025-05-27T06:35:53.683056387Z;551;santorsola-thrd-5
13.3;0.1;3683;14.3;93.9;100;2025-05-27T06:55:53.666385226Z;551;santorsola-thrd-5
13.5;0.09;3681;14.4;94.5;100;2025-05-27T07:15:53.574558355Z;551;santorsola-thrd-5
14.1;0.15;3683;15.5;91.4;100;2025-05-27T07:35:53.629115137Z;551;santorsola-thrd-5
13.8;0.14;3683;15.1;92;100;2025-05-27T07:55:53.609264482Z;551;santorsola-thrd-5
14;0.14;3683;15.3;92.2;100;2025-05-27T08:15:53.265452918Z;551;santorsola-thrd-5
14.4;0.15;3683;15.8;91.5;100;2025-05-27T08:35:53.570359538Z;551;santorsola-thrd-5
13.9;0.17;3683;15.5;90.1;100;2025-05-27T08:55:53.550208731Z;551;santorsola-thrd-5
14.1;0.16;3683;15.6;91;100;2025-05-27T09:15:53.536424039Z;551;santorsola-thrd-5
14.2;0.17;3683;15.8;90.4;100;2025-05-27T09:35:53.194823098Z;551;santorsola-thrd-5
14;0.18;3683;15.7;89.8;100;2025-05-27T09:55:53.588409300Z;551;santorsola-thrd-5
13.8;0.21;3681;15.7;88.4;100;2025-05-27T10:15:53.483349910Z;551;santorsola-thrd-5
14;0.23;3683;16.1;87.4;100;2025-05-27T10:35:53.455391603Z;551;santorsola-thrd-5
14.3;0.29;3681;16.9;84.7;100;2025-05-27T10:55:53.440116286Z;551;santorsola-thrd-5
13.5;0.32;3681;16.5;82.8;100;2025-05-27T11:15:53.424238206Z;551;santorsola-thrd-5
14;0.29;3683;16.6;84.6;100;2025-05-27T11:35:53.400804911Z;551;santorsola-thrd-5
14.2;0.29;3683;16.8;84.7;100;2025-05-27T11:55:53.387770697Z;551;santorsola-thrd-5
15.2;0.46;3683;18.9;79;100;2025-05-27T12:15:53.357915982Z;551;santorsola-thrd-5
16.4;0.7;3683;21.5;72.7;100;2025-05-27T12:35:53.376277835Z;551;santorsola-thrd-5
15.9;0.74;3683;21.4;70.8;100;2025-05-27T12:55:53.324073812Z;551;santorsola-thrd-5
15.7;0.75;3683;21.3;70.4;100;2025-05-27T13:15:53.370090988Z;551;santorsola-thrd-5
15.5;0.72;3683;21;71.1;100;2025-05-27T13:35:53.430369928Z;551;santorsola-thrd-5
15;0.73;3681;20.7;70.1;100;2025-05-27T13:55:53.296629966Z;551;santorsola-thrd-5
15.7;0.72;3683;21.1;71.2;100;2025-05-27T14:15:53.275933823Z;551;santorsola-thrd-5
14.5;0.6;3681;19.4;73.3;100;2025-05-27T14:35:53.252149386Z;551;santorsola-thrd-5
16.8;1.11;3681;24.2;63.3;100;2025-05-27T14:55:53.244846142Z;551;santorsola-thrd-5
14.7;1.12;3681;22.9;59.9;100;2025-05-27T15:15:53.210028792Z;551;santorsola-thrd-5
15.6;1.25;3683;24.2;58.7;100;2025-05-27T15:35:53.215016347Z;551;santorsola-thrd-5
14.6;1.23;3681;23.5;57.6;100;2025-05-27T15:55:53.196995237Z;551;santorsola-thrd-5
13.3;0.83;3681;20.2;64.8;100;2025-05-27T16:15:53.185555656Z;551;santorsola-thrd-5
14.2;1.16;3681;22.8;58.3;100;2025-05-27T16:35:53.175037362Z;551;santorsola-thrd-5
13.8;0.63;3681;19.1;71.5;100;2025-05-27T16:55:53.164948159Z;551;santorsola-thrd-5
13.2;0.58;3681;18.3;72.5;100;2025-05-27T17:15:53.137396254Z;551;santorsola-thrd-5
13.5;0.4;3681;17.1;79.4;100;2025-05-27T17:35:53.127928984Z;551;santorsola-thrd-5
12.8;0.34;3681;16.1;81.2;100;2025-05-27T17:55:53.100385618Z;551;santorsola-thrd-5
12.8;0.2;3678;14.8;87.9;100;2025-05-27T18:15:53.038646268Z;551;santorsola-thrd-5
12.3;0.18;3678;14.1;89.1;100;2025-05-27T18:35:53.067784034Z;551;santorsola-thrd-5
11.9;0.13;3681;13.3;91.3;100;2025-05-27T18:55:53.039579939Z;551;santorsola-thrd-5
11.6;0.1;3681;12.7;93;100;2025-05-27T19:15:53.026617764Z;551;santorsola-thrd-5
11.3;0.1;3678;12.4;93.2;100;2025-05-27T19:35:53.016940747Z;551;santorsola-thrd-5
11.2;0.08;3681;12.1;94.3;100;2025-05-27T19:55:52.988012964Z;551;santorsola-thrd-5
11.3;0.05;3681;11.8;96.6;100;2025-05-27T20:15:53.101253948Z;551;santorsola-thrd-5
10.9;0.06;3678;11.5;95.9;100;2025-05-27T20:35:52.969712995Z;551;santorsola-thrd-5
10.7;0.04;3681;11.2;97;100;2025-05-27T20:55:52.947430340Z;551;santorsola-thrd-5
10.3;0.04;3678;10.7;97.1;100;2025-05-27T21:15:52.925636358Z;551;santorsola-thrd-5
10.7;0.03;3681;11;97.8;100;2025-05-27T21:35:52.914193073Z;551;santorsola-thrd-5
10.5;0.02;3683;10.8;98.2;100;2025-05-27T21:55:52.900762090Z;551;santorsola-thrd-5
10.1;0.02;3683;10.4;98.2;100;2025-05-27T22:15:52.882372079Z;551;santorsola-thrd-5
10;0.02;3681;10.2;98.6;100;2025-05-27T22:35:52.872577660Z;551;santorsola-thrd-5
9.9;0.01;3683;10.1;98.8;100;2025-05-27T22:55:52.856428903Z;551;santorsola-thrd-5
9.7;0.01;3681;9.9;99;100;2025-05-27T23:15:52.844032803Z;551;santorsola-thrd-5
9.6;0.01;3678;9.7;99.1;100;2025-05-27T23:35:52.822663561Z;551;santorsola-thrd-5
9.4;0.01;3673;9.5;99.2;100;2025-05-27T23:55:52.817185187Z;551;santorsola-thrd-5
9.7;0.01;3681;9.8;99.5;100;2025-05-28T00:15:52.799708761Z;551;santorsola-thrd-5
9;0.01;3681;9.1;99.4;100;2025-05-28T00:35:52.781584969Z;551;santorsola-thrd-5
10;0;3683;10;99.8;100;2025-05-28T00:55:52.774875417Z;551;santorsola-thrd-5
10.4;0;3683;10.4;99.9;100;2025-05-28T01:15:52.691123833Z;551;santorsola-thrd-5
10.1;0;3683;10.1;99.9;100;2025-05-28T01:35:52.729824823Z;551;santorsola-thrd-5
10.5;0;3683;10.5;100;100;2025-05-28T01:55:52.730321562Z;551;santorsola-thrd-5
10.8;0;3681;10.8;100;100;2025-05-28T02:15:52.705671163Z;551;santorsola-thrd-5
10.8;0;3683;10.8;100;100;2025-05-28T02:35:52.629405774Z;551;santorsola-thrd-5
10.8;0;3683;10.8;100;100;2025-05-28T02:55:52.681541907Z;551;santorsola-thrd-5
10.4;0;3683;10.4;100;100;2025-05-28T03:15:52.651307448Z;551;santorsola-thrd-5
10.4;0;3681;10.4;100;100;2025-05-28T03:35:52.641284489Z;551;santorsola-thrd-5
10.5;0;3681;10.5;100;100;2025-05-28T03:55:52.627100099Z;551;santorsola-thrd-5
10.9;0;3681;10.9;100;100;2025-05-28T04:15:52.600397074Z;551;santorsola-thrd-5
11.1;0;3683;11.1;99.7;100;2025-05-28T04:35:52.284355537Z;551;santorsola-thrd-5
11.5;0.01;3683;11.6;99.4;100;2025-05-28T04:55:52.580435939Z;551;santorsola-thrd-5
11.9;0.02;3683;12.1;98.7;100;2025-05-28T05:15:52.571775941Z;551;santorsola-thrd-5
12;0.05;3683;12.5;96.8;100;2025-05-28T05:35:52.544665579Z;551;santorsola-thrd-5
12.3;0.08;3683;13.2;94.6;100;2025-05-28T05:55:52.521894390Z;551;santorsola-thrd-5
12.7;0.13;3683;14;92.1;100;2025-05-28T06:15:52.505280622Z;551;santorsola-thrd-5
12.8;0.17;3683;14.5;89.9;100;2025-05-28T06:35:52.424076075Z;551;santorsola-thrd-5
13.2;0.32;3683;16.2;82.7;100;2025-05-28T06:55:52.221048343Z;551;santorsola-thrd-5
13.6;0.55;3683;18.4;73.9;100;2025-05-28T07:15:52.460049403Z;551;santorsola-thrd-5
15.1;0.64;3683;20.1;72.9;100;2025-05-28T07:35:52.441043574Z;551;santorsola-thrd-5
15.2;0.82;3683;21.4;67.8;100;2025-05-28T07:55:52.423144086Z;551;santorsola-thrd-5
15.8;1.08;3683;23.4;62.5;100;2025-05-28T08:15:52.092879952Z;551;santorsola-thrd-5
15;1.22;3683;23.7;58.2;100;2025-05-28T08:35:52.415071006Z;551;santorsola-thrd-5
14.7;1.53;3683;25.2;52.4;100;2025-05-28T08:55:52.393830081Z;551;santorsola-thrd-5
15.6;1.59;3681;26;52.6;100;2025-05-28T09:15:52.312663007Z;551;santorsola-thrd-5
14.7;1.79;3681;26.5;48.3;100;2025-05-28T09:35:52.053259754Z;551;santorsola-thrd-5
15.9;1.75;3681;27;50.8;100;2025-05-28T09:55:52.368853027Z;551;santorsola-thrd-5
14.3;1.58;3681;25.2;50.8;100;2025-05-28T10:15:52.357802909Z;551;santorsola-thrd-5
15.3;1.95;3681;27.6;47.2;100;2025-05-28T10:35:52.363560250Z;551;santorsola-thrd-5
15.8;1.94;3681;27.8;48;100;2025-05-28T10:55:52.349552309Z;551;santorsola-thrd-5
16.3;2.2;3681;29.2;45.6;100;2025-05-28T11:15:52.340955015Z;551;santorsola-thrd-5
15.3;2.09;3681;28.2;45.4;100;2025-05-28T11:35:52.329324072Z;551;santorsola-thrd-5
15.6;1.88;3678;27.4;48.6;100;2025-05-28T11:55:52.339888083Z;551;santorsola-thrd-5
16.2;1.79;3681;27.3;50.8;100;2025-05-28T12:15:51.995928607Z;551;santorsola-thrd-5
15.1;1.85;3681;27;48.2;100;2025-05-28T12:35:52.301923063Z;551;santorsola-thrd-5
17.1;2.18;3678;29.5;47.1;100;2025-05-28T12:55:52.302590984Z;551;santorsola-thrd-5
17.1;2.06;3678;29;48.5;100;2025-05-28T13:15:52.290958115Z;551;santorsola-thrd-5
17.5;1.96;3678;28.8;50.4;100;2025-05-28T13:35:52.301344105Z;551;santorsola-thrd-5
15.1;1.93;3678;27.4;47.1;100;2025-05-28T13:55:52.293106150Z;551;santorsola-thrd-5
16;1.7;3678;26.8;51.7;100;2025-05-28T14:15:52.276547614Z;551;santorsola-thrd-5
15.7;1.35;3678;24.8;57;100;2025-05-28T14:35:52.275699507Z;551;santorsola-thrd-5
15.6;1.02;3678;22.9;63.6;100;2025-05-28T14:55:52.269325383Z;551;santorsola-thrd-5
16.8;1.01;3678;23.7;65.4;100;2025-05-28T15:15:52.252595710Z;551;santorsola-thrd-5
16.2;1.25;3678;24.6;59.5;100;2025-05-28T15:35:52.515509764Z;551;santorsola-thrd-5
16.4;1.08;3681;23.8;63.2;100;2025-05-28T15:55:52.210165760Z;551;santorsola-thrd-5
16;0.92;3681;22.6;66.6;100;2025-05-28T16:15:52.204167572Z;551;santorsola-thrd-5
15.6;0.77;3678;21.4;69.6;100;2025-05-28T16:35:52.198443245Z;551;santorsola-thrd-5
16.2;0.68;3681;21.3;73;100;2025-05-28T16:55:52.115887604Z;551;santorsola-thrd-5
16.7;0.48;3681;20.3;79.9;100;2025-05-28T17:15:52.155006968Z;551;santorsola-thrd-5
16.5;0.44;3681;19.9;80.9;100;2025-05-28T17:35:52.142226751Z;551;santorsola-thrd-5
15.8;0.44;3681;19.3;80.3;100;2025-05-28T17:55:52.124065155Z;551;santorsola-thrd-5
15.6;0.42;3678;19;80.9;100;2025-05-28T18:15:52.099972324Z;551;santorsola-thrd-5
15.9;0.15;3681;17.1;92.5;100;2025-05-28T18:35:52.086304178Z;551;santorsola-thrd-5
15.6;0.05;3678;16;97.4;100;2025-05-28T18:55:52.052903273Z;551;santorsola-thrd-5
15.5;0.03;3681;15.8;98.2;100;2025-05-28T19:15:52.041114097Z;551;santorsola-thrd-5
15.7;0.03;3681;15.9;98.5;100;2025-05-28T19:35:52.013154900Z;551;santorsola-thrd-5
14.8;0.02;3681;15;98.6;100;2025-05-28T19:55:52.014966362Z;551;santorsola-thrd-5
14.5;0.02;3683;14.7;98.7;100;2025-05-28T20:15:51.985401637Z;551;santorsola-thrd-5
14.7;0.01;3681;14.8;99.2;100;2025-05-28T20:35:51.658478154Z;551;santorsola-thrd-5
14.6;0.01;3681;14.7;99.2;100;2025-05-28T20:55:51.955533795Z;551;santorsola-thrd-5
14.2;0.01;3683;14.3;99.3;100;2025-05-28T21:15:51.871971164Z;551;santorsola-thrd-5
13.9;0.01;3681;14;99.5;100;2025-05-28T21:35:51.925396013Z;551;santorsola-thrd-5
13.4;0.01;3681;13.5;99.6;100;2025-05-28T21:55:51.901174723Z;551;santorsola-thrd-5
13.6;0;3683;13.6;99.8;100;2025-05-28T22:15:51.883037593Z;551;santorsola-thrd-5
13.2;0;3681;13.2;99.8;100;2025-05-28T22:35:51.547302418Z;551;santorsola-thrd-5
12.9;0;3681;12.9;99.9;100;2025-05-28T22:55:51.851185467Z;551;santorsola-thrd-5
12.6;0;3683;12.6;100;100;2025-05-28T23:15:51.762352807Z;551;santorsola-thrd-5
12.2;0;3681;12.2;100;100;2025-05-28T23:35:51.825160684Z;551;santorsola-thrd-5
11.9;0;3678;11.9;100;100;2025-05-28T23:55:51.935072169Z;551;santorsola-thrd-5
11.6;0;3673;11.6;100;100;2025-05-29T00:15:51.784023447Z;551;santorsola-thrd-5
11.9;0;3681;11.9;100;100;2025-05-29T00:35:51.766730136Z;551;santorsola-thrd-5
11.3;0;3681;11.3;100;100;2025-05-29T00:55:51.434410596Z;551;santorsola-thrd-5
10.8;0;3681;10.8;100;100;2025-05-29T01:15:51.417858206Z;551;santorsola-thrd-5
10.8;0;3675;10.8;100;100;2025-05-29T01:35:51.719592851Z;551;santorsola-thrd-5
10.4;0;3681;10.4;100;100;2025-05-29T01:55:51.388449320Z;551;santorsola-thrd-5
9.9;0;3683;9.9;100;100;2025-05-29T02:15:51.697365298Z;551;santorsola-thrd-5
9.8;0;3681;9.8;100;100;2025-05-29T02:35:51.608520862Z;551;santorsola-thrd-5
9.8;0;3683;9.8;100;100;2025-05-29T02:55:51.653187582Z;551;santorsola-thrd-5
9.3;0;3683;9.3;100;100;2025-05-29T03:15:51.644799496Z;551;santorsola-thrd-5
9.2;0;3681;9.2;100;100;2025-05-29T03:35:51.635710959Z;551;santorsola-thrd-5
9.2;0.01;3681;9.3;99.4;100;2025-05-29T03:55:51.548723661Z;551;santorsola-thrd-5
10;0.01;3681;10.2;98.8;100;2025-05-29T04:15:51.619662412Z;551;santorsola-thrd-5
10.6;0.04;3681;11.1;97;100;2025-05-29T04:35:51.610079657Z;551;santorsola-thrd-5
11.8;0.05;3681;12.4;96.2;100;2025-05-29T04:55:51.610230618Z;551;santorsola-thrd-5
12.4;0.13;3683;13.7;91.8;100;2025-05-29T05:15:51.231376218Z;551;santorsola-thrd-5
13.3;0.2;3681;15.2;88.5;100;2025-05-29T05:35:51.539188286Z;551;santorsola-thrd-5
14.8;0.34;3683;17.7;83.2;100;2025-05-29T05:55:51.518658651Z;551;santorsola-thrd-5
16.1;0.48;3683;19.8;79.1;100;2025-05-29T06:15:51.488061891Z;551;santorsola-thrd-5
16.3;0.67;3683;21.2;73.5;100;2025-05-29T06:35:51.483702048Z;551;santorsola-thrd-5
16.5;0.97;3681;23.2;66;100;2025-05-29T06:55:51.155165139Z;551;santorsola-thrd-5
15.5;1.37;3681;24.8;56.3;100;2025-05-29T07:15:51.466960426Z;551;santorsola-thrd-5
11.9;1.96;3681;26;41.6;100;2025-05-29T07:35:51.464493589Z;551;santorsola-thrd-5
11.2;2.15;3683;26.6;38.3;100;2025-05-29T07:55:51.147635206Z;551;santorsola-thrd-5
11.2;2.43;3681;27.9;35.3;100;2025-05-29T08:15:51.458771227Z;551;santorsola-thrd-5
7.4;2.88;3683;28.6;26.3;100;2025-05-29T08:35:51.453575463Z;551;santorsola-thrd-5
9.5;2.94;3681;29.5;28.7;100;2025-05-29T08:55:51.457026853Z;551;santorsola-thrd-5
11.2;3.07;3681;30.6;30.2;100;2025-05-29T09:15:51.458113490Z;551;santorsola-thrd-5
10.9;2.64;3678;28.7;33;100;2025-05-29T09:35:51.463801660Z;551;santorsola-thrd-5
11.1;2.61;3678;28.7;33.6;100;2025-05-29T09:55:51.452185215Z;551;santorsola-thrd-5
9.8;2.68;3681;28.5;31.1;100;2025-05-29T10:15:51.443170825Z;551;santorsola-thrd-5
10.5;2.67;3678;28.7;32.3;100;2025-05-29T10:35:51.133343985Z;551;santorsola-thrd-5
10.9;2.82;3681;29.5;31.5;100;2025-05-29T10:55:51.429433940Z;551;santorsola-thrd-5
11.4;2.61;3681;28.8;34;100;2025-05-29T11:15:51.419459794Z;551;santorsola-thrd-5
12.1;2.81;3681;29.9;33.4;100;2025-05-29T11:35:51.411621561Z;551;santorsola-thrd-5
12.3;2.89;3681;30.3;33.1;100;2025-05-29T11:55:51.390067956Z;551;santorsola-thrd-5
12;2.82;3681;29.9;33.1;100;2025-05-29T12:15:51.407030539Z;551;santorsola-thrd-5
12.5;2.87;3681;30.3;33.4;100;2025-05-29T12:35:51.378998395Z;551;santorsola-thrd-5
11.7;2.89;3678;30.1;32.2;100;2025-05-29T12:55:51.384848463Z;551;santorsola-thrd-5
10.8;3.02;3678;30.3;30;100;2025-05-29T13:15:51.056952739Z;551;santorsola-thrd-5
12.1;2.79;3678;29.8;33.6;100;2025-05-29T13:35:51.377520264Z;551;santorsola-thrd-5
11.7;2.68;3678;29.2;33.8;100;2025-05-29T13:55:51.374154328Z;551;santorsola-thrd-5
12.8;2.74;3681;29.9;35;100;2025-05-29T14:15:51.381177303Z;551;santorsola-thrd-5
10.7;2.79;3678;29.3;31.6;100;2025-05-29T14:35:51.364422070Z;551;santorsola-thrd-5
11.1;2.98;3678;30.2;30.6;100;2025-05-29T14:55:51.296506073Z;551;santorsola-thrd-5
11.5;2.79;3678;29.6;32.7;100;2025-05-29T15:15:51.356185269Z;551;santorsola-thrd-5
10.2;2.67;3678;28.6;31.8;100;2025-05-29T15:35:51.351638707Z;551;santorsola-thrd-5
11;2.56;3678;28.4;33.8;100;2025-05-29T15:55:51.348491915Z;551;santorsola-thrd-5
12.2;2.68;3678;29.4;34.6;100;2025-05-29T16:15:51.330513490Z;551;santorsola-thrd-5
11.4;2.66;3678;29;33.5;100;2025-05-29T16:35:51.335387098Z;551;santorsola-thrd-5
12.1;2.58;3678;28.9;35.3;100;2025-05-29T16:55:51.324196421Z;551;santorsola-thrd-5
11.6;1.8;3678;25;43.1;100;2025-05-29T17:15:51.324613318Z;551;santorsola-thrd-5
9.2;1.52;3678;22.3;43.4;100;2025-05-29T17:35:51.306048950Z;551;santorsola-thrd-5
8.4;1.24;3678;20.1;47.2;100;2025-05-29T17:55:51.305160653Z;551;santorsola-thrd-5
7.3;1.22;3678;19.4;45.7;100;2025-05-29T18:15:51.251824963Z;551;santorsola-thrd-5
7.9;1.14;3678;19.1;48.5;100;2025-05-29T18:35:51.270001283Z;551;santorsola-thrd-5
8.9;0.83;3678;17.3;58.1;100;2025-05-29T18:55:51.238965410Z;551;santorsola-thrd-5
9.5;0.68;3675;16.5;63.7;100;2025-05-29T19:15:51.229212385Z;551;santorsola-thrd-5
9.2;0.58;3681;15.4;66.9;100;2025-05-29T19:35:51.200996871Z;551;santorsola-thrd-5
9.4;0.51;3681;14.9;70;100;2025-05-29T19:55:51.194439911Z;551;santorsola-thrd-5
9.1;0.45;3675;14.1;72.2;100;2025-05-29T20:15:51.164899295Z;551;santorsola-thrd-5
8.3;0.56;3681;14.6;66.3;100;2025-05-29T20:35:50.861982678Z;551;santorsola-thrd-5
8.5;0.43;3678;13.5;72;100;2025-05-29T20:55:51.151303218Z;551;santorsola-thrd-5
9.4;0.28;3681;12.6;80.8;100;2025-05-29T21:15:51.117474365Z;551;santorsola-thrd-5
8.9;0.38;3681;13.3;74.9;100;2025-05-29T21:35:51.036277008Z;551;santorsola-thrd-5
9.4;0.28;3678;12.6;81.1;100;2025-05-29T21:55:51.107388648Z;551;santorsola-thrd-5
9.5;0.25;3678;12.4;82.6;100;2025-05-29T22:15:51.055941670Z;551;santorsola-thrd-5
8.9;0.28;3681;12.3;80.1;100;2025-05-29T22:35:51.057246370Z;551;santorsola-thrd-5
8.9;0.24;3681;11.8;82.7;100;2025-05-29T22:55:50.960192542Z;551;santorsola-thrd-5
8.5;0.23;3681;11.3;82.8;100;2025-05-29T23:15:51.026783781Z;551;santorsola-thrd-5
8.7;0.15;3678;10.6;88.2;100;2025-05-29T23:35:51.003837956Z;551;santorsola-thrd-5
8.6;0.16;3681;10.6;87.4;100;2025-05-29T23:55:50.984786543Z;551;santorsola-thrd-5
8.5;0.12;3678;10.1;90.2;100;2025-05-30T00:15:50.964180494Z;551;santorsola-thrd-5
8.7;0.1;3681;9.9;92.1;100;2025-05-30T00:35:50.959197549Z;551;santorsola-thrd-5
8;0.14;3678;9.8;88.8;100;2025-05-30T00:55:50.628557639Z;551;santorsola-thrd-5
8.1;0.08;3670;9.2;92.9;100;2025-05-30T01:15:50.613313549Z;551;santorsola-thrd-5
8.3;0.08;3678;9.3;93.5;100;2025-05-30T01:35:50.852837574Z;551;santorsola-thrd-5
8.3;0.08;3681;9.3;93.4;100;2025-05-30T01:55:50.857118313Z;551;santorsola-thrd-5
7.9;0.07;3681;8.8;94;100;2025-05-30T02:15:50.903843881Z;551;santorsola-thrd-5
7.9;0.05;3678;8.6;95.3;100;2025-05-30T02:35:50.873209893Z;551;santorsola-thrd-5
8;0.05;3675;8.6;95.9;100;2025-05-30T02:55:50.868011545Z;551;santorsola-thrd-5
7.7;0.07;3681;8.6;94;100;2025-05-30T03:15:50.847118539Z;551;santorsola-thrd-5
7.7;0.05;3681;8.3;95.8;100;2025-05-30T03:35:50.837826456Z;551;santorsola-thrd-5
7.7;0.05;3678;8.4;95.3;100;2025-05-30T03:55:50.813561425Z;551;santorsola-thrd-5
8.5;0.05;3678;9.2;95.3;100;2025-05-30T04:15:50.801903484Z;551;santorsola-thrd-5
9.6;0.09;3681;10.7;93;100;2025-05-30T04:35:50.786360693Z;551;santorsola-thrd-5
9.9;0.14;3681;11.5;89.8;100;2025-05-30T04:55:50.774088932Z;551;santorsola-thrd-5
10.9;0.26;3681;13.7;83.3;100;2025-05-30T05:15:50.689668350Z;551;santorsola-thrd-5
11.9;0.42;3681;16;76.8;100;2025-05-30T05:35:50.731328454Z;551;santorsola-thrd-5
11.7;0.59;3683;17.3;69.9;100;2025-05-30T05:55:50.713995653Z;551;santorsola-thrd-5
11.3;0.73;3681;18.1;64.8;100;2025-05-30T06:15:50.696421809Z;551;santorsola-thrd-5
11.6;0.97;3681;20;58.6;100;2025-05-30T06:35:50.685596370Z;551;santorsola-thrd-5
13.2;0.9;3681;20.6;62.8;100;2025-05-30T06:55:50.665197357Z;551;santorsola-thrd-5
12.8;1.14;3681;21.9;56.5;100;2025-05-30T07:15:50.665250821Z;551;santorsola-thrd-5
12;1.42;3681;23.1;49.9;100;2025-05-30T07:35:50.660578246Z;551;santorsola-thrd-5
11.8;1.54;3681;23.7;47.4;100;2025-05-30T07:55:50.641786456Z;551;santorsola-thrd-5
12.8;1.61;3681;24.6;47.8;100;2025-05-30T08:15:50.576803552Z;551;santorsola-thrd-5
13;1.93;3681;26.3;43.7;100;2025-05-30T08:35:50.300391677Z;551;santorsola-thrd-5
14.5;2.1;3678;27.9;44;100;2025-05-30T08:55:50.636891304Z;551;santorsola-thrd-5
13.6;1.65;3678;25.2;48.5;100;2025-05-30T09:35:50.613649937Z;551;santorsola-thrd-5
14.8;2.03;3681;27.7;45.4;100;2025-05-30T09:55:50.539996861Z;551;santorsola-thrd-5
15.4;2.32;3681;29.3;43;100;2025-05-30T10:15:50.283096562Z;551;santorsola-thrd-5
16.9;2.23;3681;29.6;46.3;100;2025-05-30T10:35:50.273506586Z;551;santorsola-thrd-5
16.5;2.35;3678;29.9;44.4;100;2025-05-30T10:55:50.592250878Z;551;santorsola-thrd-5
17.2;2.21;3681;29.7;46.9;100;2025-05-30T11:15:50.587111568Z;551;santorsola-thrd-5
16.6;2.5;3681;30.6;43;100;2025-05-30T11:35:50.515166405Z;551;santorsola-thrd-5
16.2;2.36;3678;29.8;43.8;100;2025-05-30T11:55:50.581159065Z;551;santorsola-thrd-5
14.2;2.88;3678;31;36;100;2025-05-30T12:15:50.577418590Z;551;santorsola-thrd-5
15;3.06;3678;32;35.7;100;2025-05-30T12:35:50.576353506Z;551;santorsola-thrd-5
16.7;2.6;3678;31;42.1;100;2025-05-30T12:55:50.586380268Z;551;santorsola-thrd-5
15.4;2.82;3678;31.3;38.2;100;2025-05-30T13:15:50.582211233Z;551;santorsola-thrd-5
17.3;2.73;3678;31.8;42;100;2025-05-30T13:35:50.586753460Z;551;santorsola-thrd-5
16.3;2.88;3678;31.9;39;100;2025-05-30T13:55:50.602071087Z;551;santorsola-thrd-5
16.5;2.81;3678;31.7;39.9;100;2025-05-30T14:15:50.594691763Z;551;santorsola-thrd-5
16.3;2.8;3678;31.6;39.8;100;2025-05-30T14:35:50.588499826Z;551;santorsola-thrd-5
17.9;2.66;3678;31.8;43.5;100;2025-05-30T14:55:50.605895201Z;551;santorsola-thrd-5
17.1;2.73;3678;31.7;41.6;100;2025-05-30T15:15:50.594794776Z;551;santorsola-thrd-5
17.2;2.64;3678;31.4;42.6;100;2025-05-30T15:35:50.615134634Z;551;santorsola-thrd-5
17.4;2.46;3678;30.8;44.6;100;2025-05-30T15:55:50.593027475Z;551;santorsola-thrd-5
17.9;2.12;3678;29.7;49.2;100;2025-05-30T16:15:50.593616244Z;551;santorsola-thrd-5
16.9;2.01;3678;28.7;49;100;2025-05-30T16:35:50.531324727Z;551;santorsola-thrd-5
17.1;1.7;3678;27.4;53.4;100;2025-05-30T16:55:50.583875196Z;551;santorsola-thrd-5
16.2;1.34;3678;25.1;57.8;100;2025-05-30T17:15:50.573507659Z;551;santorsola-thrd-5
16;1.09;3678;23.6;62.5;100;2025-05-30T17:35:50.560928668Z;551;santorsola-thrd-5
15.7;0.74;3678;21.2;70.8;100;2025-05-30T17:55:50.225884304Z;551;santorsola-thrd-5
15.7;0.65;3678;20.6;73.4;100;2025-05-30T18:15:50.216315599Z;551;santorsola-thrd-5
15.5;0.56;3678;19.9;76;100;2025-05-30T18:35:50.453426226Z;551;santorsola-thrd-5
15.3;0.5;3678;19.3;77.7;100;2025-05-30T18:55:50.486558408Z;551;santorsola-thrd-5
15.1;0.48;3678;19;78.1;100;2025-05-30T19:15:50.471622521Z;551;santorsola-thrd-5
14.6;0.41;3678;18.1;80.2;100;2025-05-30T19:35:50.464358948Z;551;santorsola-thrd-5
14.9;0.27;3678;17.2;86.2;100;2025-05-30T19:55:50.462170179Z;551;santorsola-thrd-5
14.4;0.26;3681;16.7;86.3;100;2025-05-30T20:15:50.456877339Z;551;santorsola-thrd-5
14.4;0.24;3681;16.6;87.2;100;2025-05-30T20:35:50.404222780Z;551;santorsola-thrd-5
14.2;0.17;3681;15.8;90.4;100;2025-05-30T20:55:50.392368580Z;551;santorsola-thrd-5
14.1;0.16;3678;15.6;90.8;100;2025-05-30T21:15:50.060340658Z;551;santorsola-thrd-5
14;0.15;3678;15.4;91.5;100;2025-05-30T21:35:50.355745609Z;551;santorsola-thrd-5
14.1;0.1;3681;15.1;94.1;100;2025-05-30T21:55:50.326627709Z;551;santorsola-thrd-5
13.6;0.1;3681;14.6;93.8;100;2025-05-30T22:15:50.317640281Z;551;santorsola-thrd-5
13.8;0.09;3681;14.7;94.5;100;2025-05-30T22:35:50.292968504Z;551;santorsola-thrd-5
13.6;0.1;3681;14.6;94;100;2025-05-30T22:55:50.280646200Z;551;santorsola-thrd-5
