,receivedAt,protocolVersion_mean,deviceId_mean,photosyntheticallyActiveRadiation_mean,protocolVersion_max,deviceId_max,photosyntheticallyActiveRadiation_max,protocolVersion_min,deviceId_min,photosyntheticallyActiveRadiation_min
6679,2025-04-05 05:00:00+00:00,2,21455,45.46666667,2,21455,71.4,2,21455,20.1
6680,2025-04-05 06:00:00+00:00,2,21455,191.9666667,2,21455,277.4,2,21455,100.7
6681,2025-04-05 07:00:00+00:00,2,21455,425.4333333,2,21455,516.4,2,21455,341.5
6682,2025-04-05 08:00:00+00:00,2,21455,639.6333333,2,21455,725.1,2,21455,568.5
6683,2025-04-05 09:00:00+00:00,2,21455,788,2,21455,852.4,2,21455,741.6
6684,2025-04-05 10:00:00+00:00,2,21455,913.0666667,2,21455,936.6,2,21455,892.6
6685,2025-04-05 11:00:00+00:00,2,21455,821.2333333,2,21455,884.4,2,21455,781.9
6686,2025-04-05 12:00:00+00:00,2,21455,882.5666667,2,21455,944.8,2,21455,781.9
6687,2025-04-05 13:00:00+00:00,2,21455,893.8666667,2,21455,948.5,2,21455,855.1
6688,2025-04-05 14:00:00+00:00,2,21455,704.0333333,2,21455,791.9,2,21455,611.6
6689,2025-04-05 15:00:00+00:00,2,21455,487.6666667,2,21455,542.9,2,21455,430.3
6690,2025-04-05 16:00:00+00:00,2,21455,244.1666667,2,21455,345.2,2,21455,144.7
6691,2025-04-05 17:00:00+00:00,2,21455,43.33333333,2,21455,96.1,2,21455,5.5
6692,2025-04-05 18:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6693,2025-04-05 19:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6694,2025-04-05 20:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6695,2025-04-05 21:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6696,2025-04-05 22:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6697,2025-04-05 23:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6698,2025-04-06 00:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6699,2025-04-06 01:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6700,2025-04-06 02:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6701,2025-04-06 03:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6702,2025-04-06 04:00:00+00:00,2,21455,1.833333333,2,21455,5.5,2,21455,0
6703,2025-04-06 05:00:00+00:00,2,21455,40.3,2,21455,56.8,2,21455,22.9
6704,2025-04-06 06:00:00+00:00,2,21455,226.1333333,2,21455,342.4,2,21455,70.5
6705,2025-04-06 07:00:00+00:00,2,21455,465.0666667,2,21455,542,2,21455,385.4
6706,2025-04-06 08:00:00+00:00,2,21455,688.5,2,21455,776.4,2,21455,617.1
6707,2025-04-06 09:00:00+00:00,2,21455,862.4333333,2,21455,932.9,2,21455,819.4
6708,2025-04-06 10:00:00+00:00,2,21455,944.8333333,2,21455,965,2,21455,910
6709,2025-04-06 11:00:00+00:00,2,21455,841.7,2,21455,876.2,2,21455,811.2
6710,2025-04-06 12:00:00+00:00,2,21455,930.5,2,21455,1000.7,2,21455,841.4
6711,2025-04-06 13:00:00+00:00,2,21455,907,2,21455,977.8,2,21455,859.7
6712,2025-04-06 14:00:00+00:00,2,21455,704.0333333,2,21455,802,2,21455,602.4
6713,2025-04-06 15:00:00+00:00,2,21455,491.6333333,2,21455,554.8,2,21455,424.8
6714,2025-04-06 16:00:00+00:00,2,21455,233.5,2,21455,321.4,2,21455,140.1
6715,2025-04-06 17:00:00+00:00,2,21455,38.46666667,2,21455,76.9,2,21455,9.2
6716,2025-04-06 18:00:00+00:00,2,21455,0.3,2,21455,0.9,2,21455,0
6717,2025-04-06 19:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6718,2025-04-06 20:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6719,2025-04-06 21:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6720,2025-04-06 22:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6721,2025-04-06 23:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6722,2025-04-07 00:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6723,2025-04-07 01:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6724,2025-04-07 02:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6725,2025-04-07 03:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6726,2025-04-07 04:00:00+00:00,2,21455,1.833333333,2,21455,5.5,2,21455,0
6727,2025-04-07 05:00:00+00:00,2,21455,43.63333333,2,21455,65.9,2,21455,21.1
6728,2025-04-07 06:00:00+00:00,2,21455,110.8,2,21455,128.2,2,21455,87.9
6729,2025-04-07 07:00:00+00:00,2,21455,372.3,2,21455,444.9,2,21455,294.8
6730,2025-04-07 08:00:00+00:00,2,21455,566.4,2,21455,636.3,2,21455,507.2
6731,2025-04-07 09:00:00+00:00,2,21455,693.6666667,2,21455,753.5,2,21455,645.4
6732,2025-04-07 10:00:00+00:00,2,21455,768.7333333,2,21455,791.9,2,21455,734.3
6733,2025-04-07 11:00:00+00:00,2,21455,656.7333333,2,21455,664.7,2,21455,650
6734,2025-04-07 12:00:00+00:00,2,21455,757.4666667,2,21455,813,2,21455,675.7
6735,2025-04-07 13:00:00+00:00,2,21455,745.8333333,2,21455,810.2,2,21455,694.9
6736,2025-04-07 14:00:00+00:00,2,21455,538.3333333,2,21455,629.9,2,21455,423.9
6737,2025-04-07 15:00:00+00:00,2,21455,387.8666667,2,21455,438.5,2,21455,327.8
6738,2025-04-07 16:00:00+00:00,2,21455,180.3333333,2,21455,249,2,21455,108.9
6739,2025-04-07 17:00:00+00:00,2,21455,30.2,2,21455,58.6,2,21455,7.3
6740,2025-04-07 18:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
